snapshot_date,symbol,variety,report_scope,asset,temperature,strength,trend_rank,source,note,tm_id,ticker_symbol,is_trend_right_side,days_since_trend_entry,trend_phase_curr,trend_temperature_prev,trend_strength_local_change,return_1d,api_update_dt
2026-08-10,FU,燃油,commodity,商品期货,平,57.9,,trend_animal_api,API direct fact,300156,FU,False,,,平,,0.0026,2026-08-10 17:05:01
2026-08-10,EB,苯乙烯,commodity,商品期货,平,63.2,,trend_animal_api,API direct fact,308526,EB,False,,,平,,0.0021,2026-08-10 17:05:01
2026-08-10,LC,碳酸锂,commodity,商品期货,平,25.0,,trend_animal_api,API direct fact,308564,lc,False,,立春,凉,,0.0474,2026-08-10 17:05:01
2026-08-10,M,豆粕,commodity,商品期货,平,71.1,,trend_animal_api,API direct fact,308534,M,False,,,平,,-0.0014,2026-08-10 17:05:01
2026-08-10,JM,焦煤,commodity,商品期货,平,43.4,,trend_animal_api,API direct fact,308549,JM,False,,,平,,-0.0069,2026-08-10 17:05:01
2026-08-10,JD,鸡蛋,commodity,商品期货,平,28.9,,trend_animal_api,API direct fact,308545,JD,False,,,平,,-0.0119,2026-08-10 17:05:01
2026-08-10,AU,黄金,commodity,商品期货,热,98.4,,trend_animal_api,API direct fact,707175,AU2708,True,6.0,夏至,热,,0.0126,2026-08-10 17:05:01
2026-08-10,AG,白银,commodity,商品期货,热,95.1,,trend_animal_api,API direct fact,707180,AG2707,True,6.0,立夏,热,,0.0048,2026-08-10 17:05:01
2026-08-10,LH,生猪,commodity,商品期货,平,21.1,,trend_animal_api,API direct fact,308562,LH,False,,,凉,,0.0086,2026-08-10 17:05:01
2026-08-10,IH,上证50,stock_index,ETF基金,温,70.9,,trend_animal_api,API direct fact,328631,510190,False,,,温,,0.003,2026-08-10 17:05:01
