date,open,close,high,low,volume,turnover,amplitude_pct,change_pct,change_amount,turnover_rate
2025-10-09,13800.0,13865.0,13930.0,13765.0,3078.0,682112560.0,1.18,-0.93,-130.0,0.0
2025-10-10,13875.0,13925.0,13945.0,13800.0,2701.0,600620880.0,1.05,0.54,75.0,0.0
2025-10-13,13885.0,13875.0,13920.0,13840.0,1891.0,420054240.0,0.58,-0.14,-20.0,0.0
2025-10-14,13885.0,13960.0,13995.0,13840.0,2473.0,551836960.0,1.12,0.58,80.0,0.0
2025-10-15,13920.0,13925.0,14000.0,13880.0,1462.0,325844000.0,0.86,-0.14,-20.0,0.0
2025-10-16,13900.0,13755.0,13900.0,13735.0,3523.0,778252160.0,1.18,-1.22,-170.0,0.0
2025-10-17,13740.0,13515.0,13740.0,13490.0,4109.0,892850160.0,1.81,-2.1,-290.0,0.0
2025-10-20,13520.0,13680.0,13800.0,13520.0,4060.0,887487360.0,2.06,0.74,100.0,0.0
2025-10-21,13650.0,13695.0,13730.0,13520.0,2119.0,462444400.0,1.54,0.26,35.0,0.0
2025-10-22,13675.0,13595.0,13750.0,13580.0,1891.0,413130080.0,1.25,-0.29,-40.0,0.0
2025-10-23,13605.0,13520.0,13650.0,13470.0,1993.0,433414400.0,1.32,-0.95,-130.0,0.0
2025-10-24,13490.0,13310.0,13490.0,13160.0,5288.0,1123665280.0,2.43,-2.06,-280.0,0.0
2025-10-27,13335.0,13300.0,13410.0,13265.0,2474.0,526600080.0,1.09,0.15,20.0,0.0
2025-10-28,13295.0,13225.0,13345.0,13205.0,1805.0,383031760.0,1.05,-0.56,-75.0,0.0
2025-10-29,13115.0,13190.0,13230.0,13115.0,1124.0,236950400.0,0.87,-0.53,-70.0,0.0
2025-10-30,13200.0,13245.0,13280.0,13175.0,3378.0,715197360.0,0.8,0.53,70.0,0.0
2025-10-31,13250.0,13175.0,13275.0,13105.0,3456.0,727967840.0,1.28,-0.42,-55.0,0.0
2025-11-03,13140.0,13135.0,13170.0,13025.0,2542.0,533268880.0,1.1,-0.19,-25.0,0.0
2025-11-04,13120.0,13255.0,13480.0,13085.0,8932.0,1900549920.0,3.01,1.11,145.0,0.0
2025-11-05,13245.0,13440.0,13470.0,13225.0,5875.0,1259201120.0,1.84,1.09,145.0,0.0
2025-11-06,13405.0,13450.0,13455.0,13380.0,1972.0,423634720.0,0.56,0.41,55.0,0.0
2025-11-07,13460.0,13430.0,13475.0,13335.0,2392.0,512885840.0,1.04,0.04,5.0,0.0
2025-11-10,13430.0,13465.0,13535.0,13410.0,2521.0,543493440.0,0.93,0.49,65.0,0.0
2025-11-11,13470.0,13525.0,13645.0,13420.0,5974.0,1293569120.0,1.67,0.41,55.0,0.0
2025-11-12,13490.0,13680.0,13720.0,13470.0,7157.0,1563581760.0,1.85,1.11,150.0,0.0
2025-11-13,13600.0,13790.0,13805.0,13600.0,5708.0,1254401200.0,1.5,1.03,140.0,0.0
2025-11-14,13790.0,13655.0,13790.0,13610.0,5132.0,1122256800.0,1.31,-0.58,-80.0,0.0
2025-11-17,13615.0,13645.0,13695.0,13545.0,3969.0,864890720.0,1.1,-0.15,-20.0,0.0
2025-11-18,13615.0,13560.0,13685.0,13510.0,3980.0,864516720.0,1.29,-0.4,-55.0,0.0
2025-11-19,13560.0,13510.0,13625.0,13485.0,3107.0,673419280.0,1.03,-0.48,-65.0,0.0
2025-11-20,13500.0,13440.0,13515.0,13410.0,3132.0,674030240.0,0.78,-0.78,-105.0,0.0
2025-11-21,13420.0,13350.0,13450.0,13350.0,2989.0,640578000.0,0.74,-0.74,-100.0,0.0
2025-11-24,13610.0,13625.0,13815.0,13550.0,11551.0,2523504400.0,1.98,1.76,235.0,0.0
2025-11-25,13615.0,13715.0,13720.0,13590.0,4364.0,954420960.0,0.95,0.48,65.0,0.0
2025-11-26,13700.0,13640.0,13745.0,13555.0,7648.0,1667358720.0,1.39,-0.18,-25.0,0.0
2025-11-27,13625.0,13525.0,13640.0,13500.0,3717.0,806991440.0,1.03,-0.73,-100.0,0.0
2025-11-28,13500.0,13510.0,13535.0,13435.0,3138.0,677002400.0,0.74,-0.41,-55.0,0.0
2025-12-01,13510.0,13615.0,13615.0,13510.0,3921.0,851123760.0,0.78,1.0,135.0,0.0
2025-12-02,13615.0,13600.0,13720.0,13580.0,5021.0,1095687920.0,1.03,0.26,35.0,0.0
2025-12-03,13605.0,13575.0,13640.0,13565.0,2663.0,579133840.0,0.55,-0.44,-60.0,0.0
2025-12-04,13595.0,13525.0,13610.0,13485.0,2251.0,487986480.0,0.92,-0.48,-65.0,0.0
2025-12-05,13545.0,13515.0,13580.0,13490.0,2969.0,642562560.0,0.66,-0.22,-30.0,0.0
2025-12-08,13515.0,13650.0,13685.0,13485.0,6306.0,1371427600.0,1.48,0.92,125.0,0.0
2025-12-09,13640.0,13600.0,13665.0,13550.0,4375.0,952401520.0,0.85,0.07,10.0,0.0
2025-12-10,13600.0,13495.0,13605.0,13465.0,2910.0,629469760.0,1.03,-0.81,-110.0,0.0
2025-12-11,13515.0,13435.0,13535.0,13415.0,4119.0,887011840.0,0.89,-0.59,-80.0,0.0
2025-12-12,13460.0,13495.0,13510.0,13380.0,3204.0,689810320.0,0.97,0.3,40.0,0.0
2025-12-15,13505.0,13465.0,13535.0,13440.0,2474.0,534061680.0,0.71,0.07,10.0,0.0
2025-12-16,13465.0,13490.0,13495.0,13410.0,2065.0,444237440.0,0.63,0.0,0.0,0.0
2025-12-17,13500.0,13485.0,13565.0,13450.0,3143.0,679276080.0,0.86,0.3,40.0,0.0
2025-12-18,13480.0,13410.0,13480.0,13400.0,2170.0,466341120.0,0.59,-0.7,-95.0,0.0
2025-12-19,13405.0,13510.0,13510.0,13365.0,3475.0,746495040.0,1.08,0.6,80.0,0.0
2025-12-22,13510.0,13465.0,13545.0,13440.0,3153.0,680810800.0,0.78,0.3,40.0,0.0
2025-12-23,13465.0,13525.0,13535.0,13440.0,2453.0,529606880.0,0.7,0.22,30.0,0.0
2025-12-24,13500.0,13590.0,13650.0,13495.0,4267.0,926643120.0,1.15,0.74,100.0,0.0
2025-12-25,13600.0,13555.0,13615.0,13520.0,2541.0,551808480.0,0.7,-0.11,-15.0,0.0
2025-12-26,13610.0,13665.0,13675.0,13545.0,4953.0,1079375680.0,0.96,0.7,95.0,0.0
2025-12-29,13720.0,13660.0,13795.0,13610.0,6914.0,1514439840.0,1.36,0.29,40.0,0.0
2025-12-30,13680.0,13620.0,13680.0,13580.0,4303.0,938425760.0,0.73,-0.47,-65.0,0.0
2025-12-31,13630.0,13675.0,13700.0,13600.0,3888.0,848918320.0,0.73,0.33,45.0,0.0
2026-01-05,13650.0,13710.0,13720.0,13630.0,4629.0,1013378080.0,0.66,0.48,65.0,0.0
2026-01-06,13710.0,13890.0,13900.0,13690.0,8142.0,1798976560.0,1.54,1.54,210.0,0.0
2026-01-07,13900.0,13885.0,13980.0,13830.0,7602.0,1690457600.0,1.09,0.58,80.0,0.0
2026-01-08,13870.0,13770.0,13930.0,13725.0,9012.0,1994850480.0,1.48,-0.9,-125.0,0.0
2026-01-09,13780.0,13815.0,13875.0,13765.0,5717.0,1264853120.0,0.8,-0.11,-15.0,0.0
2026-01-12,13780.0,13730.0,13870.0,13710.0,6464.0,1426486720.0,1.16,-0.69,-95.0,0.0
2026-01-13,13750.0,13750.0,13795.0,13705.0,3422.0,753473840.0,0.65,-0.29,-40.0,0.0
2026-01-14,13755.0,13825.0,13875.0,13720.0,9737.0,2151397120.0,1.13,0.47,65.0,0.0
2026-01-15,13815.0,13745.0,13860.0,13715.0,6752.0,1489337680.0,1.05,-0.43,-60.0,0.0
2026-01-16,13740.0,13660.0,13780.0,13640.0,5133.0,1124517520.0,1.02,-0.91,-125.0,0.0
2026-01-19,13710.0,13430.0,13720.0,13400.0,12072.0,2611428640.0,2.34,-1.9,-260.0,0.0
2026-01-20,13430.0,13450.0,13495.0,13355.0,7341.0,1579230160.0,1.04,-0.52,-70.0,0.0
2026-01-21,13445.0,13375.0,13460.0,13350.0,5609.0,1202796000.0,0.82,-0.52,-70.0,0.0
2026-01-22,13375.0,13460.0,13490.0,13370.0,3632.0,781404880.0,0.9,0.45,60.0,0.0
2026-01-23,13460.0,13390.0,13485.0,13375.0,4257.0,914111280.0,0.82,-0.41,-55.0,0.0
2026-01-26,13395.0,13365.0,13415.0,13325.0,3970.0,848856720.0,0.67,-0.41,-55.0,0.0
2026-01-27,13355.0,13320.0,13415.0,13285.0,4831.0,1031366720.0,0.97,-0.3,-40.0,0.0
2026-01-28,13310.0,13280.0,13345.0,13240.0,5911.0,1255722960.0,0.79,-0.45,-60.0,0.0
2026-01-29,13300.0,13235.0,13300.0,13220.0,3036.0,643404720.0,0.6,-0.3,-40.0,0.0
2026-01-30,13250.0,13305.0,13350.0,13205.0,5707.0,1213571440.0,1.09,0.45,60.0,0.0
2026-02-02,13290.0,13170.0,13375.0,13165.0,8159.0,1733041680.0,1.58,-0.9,-120.0,0.0
2026-02-03,13205.0,13055.0,13220.0,13025.0,9631.0,2018840400.0,1.47,-1.66,-220.0,0.0
2026-02-04,13085.0,13210.0,13275.0,13040.0,8803.0,1853333280.0,1.79,0.84,110.0,0.0
2026-02-05,13200.0,13135.0,13230.0,13085.0,6735.0,1416847680.0,1.1,-0.15,-20.0,0.0
2026-02-06,13125.0,13100.0,13145.0,13065.0,3814.0,799370640.0,0.61,-0.34,-45.0,0.0
2026-02-09,13080.0,13095.0,13130.0,13010.0,5914.0,1237326480.0,0.92,0.0,0.0,0.0
2026-02-10,13060.0,13115.0,13130.0,13060.0,3382.0,708881920.0,0.54,0.31,40.0,0.0
2026-02-11,13100.0,13210.0,13240.0,13080.0,5579.0,1176857040.0,1.22,0.84,110.0,0.0
2026-02-12,13205.0,13180.0,13230.0,13155.0,2624.0,553761360.0,0.57,0.0,0.0,0.0
2026-02-13,13175.0,13140.0,13190.0,13100.0,3861.0,811598240.0,0.68,-0.34,-45.0,0.0
2026-02-24,13060.0,13080.0,13120.0,13000.0,6360.0,1329710400.0,0.91,-0.42,-55.0,0.0
2026-02-25,13100.0,13310.0,13380.0,13100.0,11884.0,2527539200.0,2.14,1.88,245.0,0.0
2026-02-26,13330.0,13330.0,13380.0,13275.0,6867.0,1464514400.0,0.79,0.3,40.0,0.0
2026-02-27,13375.0,13495.0,13495.0,13340.0,10649.0,2287052160.0,1.16,1.28,170.0,0.0
2026-03-02,13400.0,13300.0,13470.0,13200.0,14589.0,3107879280.0,2.01,-0.89,-120.0,0.0
2026-03-03,13230.0,13320.0,13360.0,13230.0,9287.0,1977394080.0,0.98,0.08,10.0,0.0
2026-03-04,13350.0,13230.0,13390.0,13205.0,13805.0,2936419040.0,1.39,-0.56,-75.0,0.0
2026-03-05,13235.0,13220.0,13325.0,13215.0,12870.0,2731713680.0,0.83,-0.53,-70.0,0.0
2026-03-06,13200.0,13140.0,13205.0,13060.0,20888.0,4386178048.0,1.09,-0.94,-125.0,0.0
2026-03-09,13150.0,13210.0,13350.0,13145.0,28181.0,5981240832.0,1.56,0.69,90.0,0.0
2026-03-10,13150.0,13200.0,13250.0,13115.0,10876.0,2294450320.0,1.02,-0.49,-65.0,0.0
2026-03-11,13200.0,13185.0,13260.0,13145.0,9681.0,2044909200.0,0.87,0.0,0.0,0.0
2026-03-12,13200.0,13125.0,13230.0,13120.0,13223.0,2788242160.0,0.83,-0.57,-75.0,0.0
2026-03-13,13140.0,13165.0,13215.0,13135.0,10206.0,2150461200.0,0.61,-0.08,-10.0,0.0
2026-03-16,13190.0,13060.0,13190.0,13035.0,15270.0,3198125520.0,1.18,-0.8,-105.0,0.0
2026-03-17,13000.0,13085.0,13110.0,13000.0,14714.0,3076816640.0,0.84,0.0,0.0,0.0
2026-03-18,13065.0,12640.0,13110.0,12640.0,35069.0,7192026880.0,3.6,-3.25,-425.0,0.0
2026-03-19,12650.0,12500.0,12660.0,12360.0,31577.0,6319504128.0,2.34,-2.46,-315.0,0.0
2026-03-20,12530.0,12575.0,12745.0,12475.0,24315.0,4900210688.0,2.16,0.56,70.0,0.0
2026-03-23,12380.0,12300.0,12485.0,12280.0,28101.0,5575889408.0,1.63,-2.34,-295.0,0.0
2026-03-24,12300.0,12485.0,12490.0,12255.0,21721.0,4312123392.0,1.9,0.69,85.0,0.0
2026-03-25,12485.0,12595.0,12680.0,12460.0,26821.0,5398136576.0,1.77,1.53,190.0,0.0
2026-03-26,12585.0,12540.0,12695.0,12465.0,27626.0,5566540544.0,1.83,-0.28,-35.0,0.0
2026-03-27,12540.0,12520.0,12600.0,12410.0,29355.0,5879808512.0,1.51,-0.56,-70.0,0.0
2026-03-30,12500.0,12275.0,12555.0,12270.0,30050.0,5956069120.0,2.28,-1.92,-240.0,0.0
2026-03-31,12235.0,11810.0,12255.0,11765.0,66455.0,12760733952.0,3.96,-4.64,-575.0,0.0
2026-04-01,11815.0,11865.0,11975.0,11640.0,53184.0,10059250176.0,2.79,-1.13,-135.0,0.0
