report_date,source_date,symbol,variety,contract,market,open,close,high,low,volume,turnover,amplitude_pct,change_pct,change_amount,status,source,source_url,fetched_at
20260826,2026-08-26,A,豆一,a2611,114,,5013,,,,21930174680,,0.5214,26.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,AD,铝合金,ad2610,113,,23130,,,,3815869150,,0.2166,50.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,AG,沪银,ag2610,113,,16756,,,,260247195045,,0.7516,125.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,AL,沪铝,al2610,113,,23760,,,,44513413325,,0.021,5.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,AO,氧化铝,ao2610,113,,2638,,,,22323912460,,-1.42,-38.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,AP,苹果,ap2610,115,,7372,,,,10387271880,,-0.2436,-18.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,AU,沪金,au2610,113,,1003,,,,416156750520,,-0.1215,-1.2200000000000273,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,B,豆二,b2611,114,,4055,,,,13783562870,,1.3243,53.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,,BB,胶合板2611,bb2611,114,,,,,,,,,,ERROR:RemoteDisconnected,东方财富期货主力日线,https://qhweb.eastmoney.com/quote/zhuli,2026-08-26T17:51:10+08:00
20260826,2026-08-26,BC,国际铜,bc2609,142,,97110,,,,8726048600,,0.4967,480.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,BR,合成橡胶,br2610,113,,13930,,,,25224019700,,-3.8979,-565.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,BU,沥青,bu2610,113,,4487,,,,36284771400,,-1.4712,-67.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,BZ,纯苯,bz2610,114,,7367,,,,12404110530,,-4.7699,-369.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,C,玉米,c2611,114,,2281,,,,20652202400,,0.2197,5.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,CF,棉花,cf2701,115,,16910,,,,30797383350,,0.1481,25.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,CJ,红枣,cj2701,115,,8050,,,,5168704175,,-1.348,-110.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,CS,淀粉,cs2611,114,,2575,,,,3851215730,,0.0389,1.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,CU,沪铜,cu2610,113,,108750,,,,133011431750,,0.7131,770.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,CY,棉纱,cy2611,115,,22915,,,,1731662000,,-0.0436,-10.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,EB,苯乙烯,eb2610,114,,8528,,,,49594670770,,-4.0504,-360.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,EC,集运欧线,ec2610,142,,1842,,,,2586032950,,-2.7455,-52.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,EG,乙二醇,eg2610,114,,5168,,,,80568920360,,-3.654,-196.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,FB,纤维板,fb2611,114,,1273,,,,43203285,,-0.0393,-0.5,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,FG,玻璃,fg2701,115,,898,,,,34357751580,,-1.6429,-15.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,FU,燃料油,fu2611,113,,3622,,,,54342790780,,-5.7262,-220.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,HC,热卷,hc2610,113,,3342,,,,16863121460,,-0.0299,-1.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,I,铁矿石,i2701,114,,720,,,,24386591400,,0.911,6.5,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,IC,500中证,IC2609,220,,7708.8,,,,244056023640,,0.9402,71.80000000000018,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,IF,300沪深,IF2609,220,,4566.8,,,,137756763060,,0.9952,45.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,IH,50上证,IH2609,220,,2888.8,,,,43140782400,,1.1768,33.600000000000364,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,IM,1000中证,IM2609,220,,7491.8,,,,368151985400,,0.3402,25.400000000000546,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,J,焦炭,j2701,114,,2109.5,,,,14342161950,,-1.655,-35.5,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,JD,鸡蛋,jd2610,114,,3775,,,,27493205830,,0.3456,13.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,2026-08-26,JM,焦煤,jm2701,114,,1574,,,,144515327040,,-0.2535,-4.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-26T17:51:10+08:00
20260826,,JR,粳稻701,JR701,115,,,,,,,,,,ERROR:RemoteDisconnected,东方财富期货主力日线,https://qhweb.eastmoney.com/quote/zhuli,2026-08-26T17:51:10+08:00
