symbol,contract,broker,long_pos,long_chg,short_pos,short_chg,net_pos,flow_score,add_long,reduce_long,add_short,reduce_short
NR,nr2610,中信期货,4532,221,5872,474,-1340,-253,221,0,474,0
NR,nr2610,国泰君安,4371,235,6664,-718,-2293,953,235,0,0,718
NR,nr2610,东证期货,4347,-169,4307,11,40,-180,0,169,11,0
NR,nr2610,高盛期货,3508,-932,0,0,3508,-932,0,932,0,0
NR,nr2610,摩根大通,3391,-254,0,0,3391,-254,0,254,0,0
NR,nr2610,永安期货,3123,-216,3242,-361,-119,145,0,216,0,361
NR,nr2610,华泰期货,1804,623,2318,137,-514,486,623,0,137,0
NR,nr2610,中金财富,1485,49,0,0,1485,49,49,0,0,0
NR,nr2610,广发期货,1358,-159,1930,-109,-572,-50,0,159,0,109
NR,nr2610,中粮期货,1314,136,903,-41,411,177,136,0,0,41
NR,nr2610,银河期货,1313,167,4003,225,-2690,-58,167,0,225,0
NR,nr2610,五矿期货,1281,271,0,0,1281,271,271,0,0,0
NR,nr2610,国信期货,1258,115,0,0,1258,115,115,0,0,0
NR,nr2610,瑞银期货,1254,-201,0,0,1254,-201,0,201,0,0
NR,nr2610,华闻期货,1017,-12,0,0,1017,-12,0,12,0,0
NR,nr2610,平安期货,966,89,0,0,966,89,89,0,0,0
NR,nr2610,中信建投,917,28,0,0,917,28,28,0,0,0
NR,nr2610,浙商期货,885,217,2751,308,-1866,-91,217,0,308,0
NR,nr2610,东吴期货,853,-169,0,0,853,-169,0,169,0,0
NR,nr2610,国投安信,751,95,0,0,751,95,95,0,0,0
NR,nr2610,南华期货,0,0,2678,7,-2678,-7,0,0,7,0
NR,nr2610,物产中大,0,0,1942,218,-1942,-218,0,0,218,0
NR,nr2610,大地期货,0,0,1731,52,-1731,-52,0,0,52,0
NR,nr2610,宝城期货,0,0,1488,4,-1488,-4,0,0,4,0
NR,nr2610,中泰期货,0,0,1378,23,-1378,-23,0,0,23,0
NR,nr2610,中银期货,0,0,1307,-3,-1307,3,0,0,0,3
NR,nr2610,西部期货,0,0,989,-24,-989,24,0,0,0,24
NR,nr2610,建信期货,0,0,772,5,-772,-5,0,0,5,0
NR,nr2610,新湖期货,0,0,760,12,-760,-12,0,0,12,0
NR,nr2610,瑞达期货,0,0,715,-99,-715,99,0,0,0,99
NR,nr2610,财信期货,0,0,682,0,-682,0,0,0,0,0
PP,pp2701,国泰君安,71264,2303,72386,1799,-1122,504,2303,0,1799,0
PP,pp2701,中信期货,63745,2053,49298,131,14447,1922,2053,0,131,0
PP,pp2701,东证期货,52604,740,26304,-2521,26300,3261,740,0,0,2521
PP,pp2701,高盛期货,34726,-209,0,0,34726,-209,0,209,0,0
PP,pp2701,中金财富,28214,-430,0,0,28214,-430,0,430,0,0
PP,pp2701,银河期货,21665,-1201,17543,147,4122,-1348,0,1201,147,0
