snapshot_date,symbol,variety,report_scope,asset,temperature,strength,trend_rank,source,note,tm_id,ticker_symbol,is_trend_right_side,days_since_trend_entry,trend_phase_curr,trend_temperature_prev,trend_strength_local_change,return_1d,api_update_dt
2026-08-31,FU,燃油,commodity,商品期货,温,76.3,,trend_animal_api,API direct fact,300156,FU,False,,,温,,0.0517,2026-08-31 17:16:01
2026-08-31,EB,苯乙烯,commodity,商品期货,热,75.0,,trend_animal_api,API direct fact,308526,EB,True,1.0,立夏,温,,0.0546,2026-08-31 17:16:01
2026-08-31,LC,碳酸锂,commodity,商品期货,平,39.5,,trend_animal_api,API direct fact,308564,lc,False,,,平,,0.0096,2026-08-31 17:16:01
2026-08-31,M,豆粕,commodity,商品期货,温,97.4,,trend_animal_api,API direct fact,308534,M,True,6.0,立夏,热,,0.0023,2026-08-31 17:16:01
2026-08-31,JM,焦煤,commodity,商品期货,热,100.0,,trend_animal_api,API direct fact,308549,JM,True,5.0,夏至,热,,0.0574,2026-08-31 17:16:01
2026-08-31,I,铁矿石,commodity,商品期货,热,44.3,,trend_animal_api,API direct fact,710425,I2708,True,8.0,立夏,,,0.0064,2026-08-31 17:16:01
2026-08-31,JD,鸡蛋,commodity,商品期货,凉,11.8,,trend_animal_api,API direct fact,308545,JD,False,,,凉,,-0.0016,2026-08-31 17:16:01
2026-08-31,AU,黄金,commodity,商品期货,平,39.5,,trend_animal_api,API direct fact,707175,AU2708,False,,立秋,温,,-0.0363,2026-08-31 17:16:01
2026-08-31,AG,白银,commodity,商品期货,,21.3,,trend_animal_api,API direct fact,711031,AG2708,False,,,,,-0.0528,2026-08-31 17:16:01
2026-08-31,LH,生猪,commodity,商品期货,平,13.2,,trend_animal_api,API direct fact,308562,LH,False,,,平,,-0.0046,2026-08-31 17:16:01
2026-08-31,P,棕榈油,commodity,商品期货,热,67.1,,trend_animal_api,API direct fact,308577,P,True,12.0,立夏,热,,0.0113,2026-08-31 17:16:01
2026-08-31,IH,上证50,stock_index,ETF基金,温,59.5,,trend_animal_api,API direct fact,328631,510190,False,,,温,,0.0058,2026-08-31 17:16:01
