symbol,contract,broker,long_pos,long_chg,short_pos,short_chg,net_pos,flow_score,add_long,reduce_long,add_short,reduce_short
NR,nr2610,摩根大通,4413,495,0,0,4413,495,495,0,0,0
NR,nr2610,国泰君安,4052,-162,8711,389,-4659,-551,0,162,389,0
NR,nr2610,高盛期货,4048,2114,0,0,4048,2114,2114,0,0,0
NR,nr2610,东证期货,3776,459,4040,493,-264,-34,459,0,493,0
NR,nr2610,中信期货,3278,524,5227,921,-1949,-397,524,0,921,0
NR,nr2610,瑞银期货,2349,2,0,0,2349,2,2,0,0,0
NR,nr2610,永安期货,1931,-661,1753,1121,178,-1782,0,661,1121,0
NR,nr2610,广发期货,1619,77,1708,833,-89,-756,77,0,833,0
NR,nr2610,中金财富,1505,749,0,0,1505,749,749,0,0,0
NR,nr2610,银河期货,1258,-14,3472,144,-2214,-158,0,14,144,0
NR,nr2610,东吴期货,1228,97,0,0,1228,97,97,0,0,0
NR,nr2610,正信期货,1192,12,0,0,1192,12,12,0,0,0
NR,nr2610,华泰期货,1121,185,2196,111,-1075,74,185,0,111,0
NR,nr2610,平安期货,820,192,0,0,820,192,192,0,0,0
NR,nr2610,一德期货,803,-23,0,0,803,-23,0,23,0,0
NR,nr2610,国信期货,772,65,0,0,772,65,65,0,0,0
NR,nr2610,中信建投,723,66,0,0,723,66,66,0,0,0
NR,nr2610,华闻期货,719,20,0,0,719,20,20,0,0,0
NR,nr2610,宝城期货,682,100,1017,487,-335,-387,100,0,487,0
NR,nr2610,新湖期货,626,-49,978,52,-352,-101,0,49,52,0
NR,nr2610,南华期货,0,0,2307,175,-2307,-175,0,0,175,0
NR,nr2610,浙商期货,0,0,2124,130,-2124,-130,0,0,130,0
NR,nr2610,中银期货,0,0,1622,105,-1622,-105,0,0,105,0
NR,nr2610,大地期货,0,0,1517,0,-1517,0,0,0,0,0
NR,nr2610,物产中大,0,0,1455,365,-1455,-365,0,0,365,0
NR,nr2610,中泰期货,0,0,1364,205,-1364,-205,0,0,205,0
NR,nr2610,瑞达期货,0,0,913,-9,-913,9,0,0,0,9
NR,nr2610,中粮期货,0,0,741,92,-741,-92,0,0,92,0
NR,nr2610,国贸期货,0,0,714,356,-714,-356,0,0,356,0
NR,nr2610,海证期货,0,0,637,164,-637,-164,0,0,164,0
NR,nr2610,建信期货,0,0,553,311,-553,-311,0,0,311,0
PP,pp2609,国泰君安,49999,-13715,38693,-5138,11306,-8577,0,13715,0,5138
PP,pp2609,东证期货,33462,-8534,15451,-2977,18011,-5557,0,8534,0,2977
PP,pp2609,中信期货,31954,-7052,26835,-5017,5119,-2035,0,7052,0,5017
PP,pp2609,永安期货,21863,-2715,17848,-1564,4015,-1151,0,2715,0,1564
PP,pp2609,华泰期货,12052,-2807,19095,-2727,-7043,-80,0,2807,0,2727
PP,pp2609,浙商期货,7951,-2267,7515,-4002,436,1735,0,2267,0,4002
PP,pp2609,中金财富,7871,-448,0,0,7871,-448,0,448,0,0
PP,pp2609,平安期货,7068,285,0,0,7068,285,285,0,0,0
PP,pp2609,光大期货,6874,-124,6421,-407,453,283,0,124,0,407
PP,pp2609,广发期货,6131,-653,11897,-370,-5766,-283,0,653,0,370
PP,pp2609,银河期货,6058,-563,13163,-2101,-7105,1538,0,563,0,2101
PP,pp2609,紫金天风,5559,-778,0,0,5559,-778,0,778,0,0
PP,pp2609,海通期货,5355,132,3977,-1188,1378,1320,132,0,0,1188
PP,pp2609,瑞达期货,5012,-1113,0,0,5012,-1113,0,1113,0,0
PP,pp2609,冠通期货,4892,-88,0,0,4892,-88,0,88,0,0
PP,pp2609,中信建投,4666,232,6679,-63,-2013,295,232,0,0,63
PP,pp2609,申银万国,4565,-345,5908,-409,-1343,64,0,345,0,409
PP,pp2609,兴证期货,4513,-655,0,0,4513,-655,0,655,0,0
PP,pp2609,东吴期货,3893,141,11074,-225,-7181,366,141,0,0,225
PP,pp2609,大越期货,3692,-1,0,0,3692,-1,0,1,0,0
PP,pp2609,中泰期货,0,0,9424,-3073,-9424,3073,0,0,0,3073
PP,pp2609,东海期货,0,0,6312,-2972,-6312,2972,0,0,0,2972
PP,pp2609,方正中期,0,0,5583,-304,-5583,304,0,0,0,304
PP,pp2609,东亚期货,0,0,4876,-82,-4876,82,0,0,0,82
PP,pp2609,南华期货,0,0,4426,-337,-4426,337,0,0,0,337
PP,pp2609,创元期货,0,0,4132,-420,-4132,420,0,0,0,420
PP,pp2609,徽商期货,0,0,3942,-610,-3942,610,0,0,0,610
