snapshot_date,symbol,variety,report_scope,asset,temperature,strength,trend_rank,source,note,tm_id,ticker_symbol,is_trend_right_side,days_since_trend_entry,trend_phase_curr,trend_temperature_prev,trend_strength_local_change,return_1d,api_update_dt
2026-09-01,FU,燃油,commodity,商品期货,温,72.4,,trend_animal_api,API direct fact,300156,FU,False,,,温,,-0.0104,2026-09-01 17:15:00
2026-09-01,EB,苯乙烯,commodity,商品期货,热,77.6,,trend_animal_api,API direct fact,308526,EB,True,2.0,立夏,热,,0.0052,2026-09-01 17:15:00
2026-09-01,LC,碳酸锂,commodity,商品期货,平,30.3,,trend_animal_api,API direct fact,308564,lc,False,,,平,,-0.0188,2026-09-01 17:15:00
2026-09-01,M,豆粕,commodity,商品期货,热,98.7,,trend_animal_api,API direct fact,308534,M,True,7.0,夏至,温,,0.0074,2026-09-01 17:15:00
2026-09-01,JM,焦煤,commodity,商品期货,温,94.7,,trend_animal_api,API direct fact,308549,JM,True,6.0,夏至,热,,-0.0276,2026-09-01 17:15:00
2026-09-01,I,铁矿石,commodity,商品期货,热,42.1,,trend_animal_api,API direct fact,710425,I2708,True,9.0,立夏,热,,-0.0014,2026-09-01 17:15:00
2026-09-01,JD,鸡蛋,commodity,商品期货,凉,10.5,,trend_animal_api,API direct fact,308545,JD,False,,,凉,,-0.0073,2026-09-01 17:15:00
2026-09-01,AU,黄金,commodity,商品期货,平,37.8,,trend_animal_api,API direct fact,707175,AU2708,False,,,平,,-0.0022,2026-09-01 17:15:00
2026-09-01,AG,白银,commodity,商品期货,平,17.3,,trend_animal_api,API direct fact,711031,AG2708,False,,,,,-0.0038,2026-09-01 17:15:00
2026-09-01,LH,生猪,commodity,商品期货,凉,7.9,,trend_animal_api,API direct fact,308562,LH,False,,,平,,-0.0181,2026-09-01 17:15:00
2026-09-01,P,棕榈油,commodity,商品期货,热,73.7,,trend_animal_api,API direct fact,308577,P,True,13.0,立夏,热,,0.0021,2026-09-01 17:15:00
2026-09-01,IH,上证50,stock_index,ETF基金,温,69.7,,trend_animal_api,API direct fact,328631,510190,False,,,温,,0.0041,2026-09-01 17:15:00
