source_date,symbol,variety,close,change_pct,status,source,source_url
2026-06-30,GEM50,创业板50,4644.9,3.31,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-01,GEM50,创业板50,4530.34,-2.47,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-02,GEM50,创业板50,4255.9,-6.06,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-03,GEM50,创业板50,4258.05,0.05,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-06,GEM50,创业板50,4176.8,-1.91,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-07,GEM50,创业板50,4143.15,-0.81,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-08,GEM50,创业板50,4076.83,-1.6,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-09,GEM50,创业板50,4275.18,4.87,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-10,GEM50,创业板50,4067.54,-4.86,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-13,GEM50,创业板50,3952.48,-2.83,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-14,GEM50,创业板50,4099.02,3.71,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-15,GEM50,创业板50,4044.44,-1.33,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-16,GEM50,创业板50,3925.83,-2.93,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-17,GEM50,创业板50,3633.44,-7.45,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-20,GEM50,创业板50,3668.77,0.97,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-21,GEM50,创业板50,3931.52,7.16,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-22,GEM50,创业板50,3789.4,-3.61,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-23,GEM50,创业板50,3808.16,0.5,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-24,GEM50,创业板50,3703.93,-2.74,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-27,GEM50,创业板50,3822.48,3.2,OK,东方财富指数日线,https://quote.eastmoney.com/
2026-07-28,GEM50,创业板50,3510.01,-8.17,OK,东方财富指数日线,https://quote.eastmoney.com/
