report_date,source_date,symbol,variety,contract,market,open,close,high,low,volume,turnover,amplitude_pct,change_pct,change_amount,status,source,source_url,fetched_at
20260824,2026-08-24,A,豆一,a2611,114,,5031,,,,24764305850,,0.1792,9.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,AD,铝合金,ad2610,113,,22995,,,,1887273000,,-0.2819,-65.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,AG,沪银,ag2610,113,,16843,,,,302263766790,,0.4293,72.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,AL,沪铝,al2610,113,,23765,,,,27146456125,,0.232,55.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,AO,氧化铝,ao2610,113,,2690,,,,16578846320,,-0.2965,-8.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,AP,苹果,ap2610,115,,7489,,,,11801711000,,-2.3089,-177.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,AU,沪金,au2610,113,,1006.82,,,,496406722640,,1.9627,19.379999999999995,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,B,豆二,b2611,114,,4000,,,,11503243160,,-0.5717,-23.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,BB,胶合板2611,bb2611,114,148.40,148.75,148.75,148.40,4,297175.00,0.24,0.27,0.40,OK,东方财富期货主力日线,https://qhweb.eastmoney.com/quote/zhuli,2026-08-24T18:29:17+08:00
20260824,2026-08-24,BC,国际铜,bc2609,142,,96570,,,,3357348250,,0.5728,550.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,BR,合成橡胶,br2610,113,,14720,,,,28843805250,,0.6496,95.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,BU,沥青,bu2610,113,,4544,,,,28481895540,,0.7986,36.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,BZ,纯苯,bz2610,114,,7593,,,,10008570960,,-0.5892,-45.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,C,玉米,c2611,114,,2280,,,,25263406660,,0.7067,16.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,CF,棉花,cf2701,115,,17035,,,,35854947425,,-0.1758,-30.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,CJ,红枣,cj2701,115,,8245,,,,6833694575,,1.2277,100.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,CS,淀粉,cs2611,114,,2574,,,,4577698810,,0,0.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,CU,沪铜,cu2610,113,,107910,,,,104666917200,,0.3627,390.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,CY,棉纱,cy2611,115,,23070,,,,1735979425,,-0.3456,-80.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,EB,苯乙烯,eb2610,114,,8760,,,,39274320270,,-0.0912,-8.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,EC,集运欧线,ec2610,142,,1982.5,,,,3796335400,,1.303,25.5,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,EG,乙二醇,eg2610,114,,5404,,,,105724091460,,3.8831,202.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
20260824,2026-08-24,FB,纤维板,fb2611,114,,1274.5,,,,23182370,,-0.4297,-5.5,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-24T18:29:17+08:00
