report_date,source_date,symbol,variety,contract,close,change_pct,return_10d,return_20d,return_30d,monthly_return,turnover,volume,open_interest,open_interest_change,open_interest_change_pct,capital_flow,status,source
20260901,2026-09-01,JD,鸡蛋,jd2610,3765,-0.55,-2.91,-1.44,-6.06,-0.29,12993000000,345200,170400,-16858,-9.00,-94363300,OK,同花顺期货通截图
20260901,2026-09-01,NR,20号胶,nr2611,15920,-0.62,4.77,8.12,7.93,-1.15,11167000000,69300,70700,957,1.37,4202400,OK,同花顺期货通截图
20260901,2026-09-01,PB,沪铅,pb2610,16160,-0.65,1.60,4.53,1.60,-1.28,6585000000,81600,66700,-3583,-5.10,-79934900,OK,同花顺期货通截图
20260901,2026-09-01,IM,中证1000,IM2609,7645.0,-0.88,-2.08,6.01,6.71,0.00,234117000000,153000,224000,-11467,-4.87,-4983000000,OK,同花顺期货通截图
20260901,2026-09-01,SS,不锈钢,ss2610,13825,-1.00,-3.52,-6.68,-6.30,-0.47,10645000000,153800,109000,-4733,-4.16,401000000,OK,同花顺期货通截图
20260901,2026-09-01,IC,中证500,IC2609,7801.6,-1.08,-2.75,3.62,1.51,-0.19,157425000000,100800,149800,-7049,-4.49,-3349000000,OK,同花顺期货通截图
20260901,2026-09-01,LC,碳酸锂,lc2701,157860,-1.64,1.58,14.03,13.86,-0.11,34017000000,212700,404900,1885,0.47,-290000000,OK,同花顺期货通截图
20260901,2026-09-01,AU,沪金,au2610,959.94,-1.87,0.37,8.29,7.57,-0.21,215311000000,224000,172300,-6896,-3.85,-2232000000,OK,同花顺期货通截图
20260901,2026-09-01,AP,苹果,AP2610,7580,-2.11,-3.66,-2.57,0.65,0.00,5801000000,76400,43600,-15177,-25.83,-224000000,OK,同花顺期货通截图
20260901,2026-09-01,AG,沪银,ag2610,16245,-2.54,1.78,13.02,12.66,-0.29,113800000000,466600,233000,-6994,-2.91,-826000000,OK,同花顺期货通截图
20260901,2026-09-01,LH,生猪,lh2611,11685,-2.67,-6.56,-1.14,-5.84,-0.04,33993000000,180400,228900,11934,5.50,207000000,OK,同花顺期货通截图
20260901,2026-09-01,CJ,红枣,CJ2701,7880,-3.02,-4.25,-4.19,-8.85,-0.19,9696000000,245000,215900,38992,22.04,218000000,OK,同花顺期货通截图
