report_date,source_date,symbol,variety,contract,close,change_pct,return_10d,return_20d,return_30d,monthly_return,turnover,volume,open_interest,open_interest_change,open_interest_change_pct,capital_flow,status,source
20260901,2026-09-01,EG,乙二醇,eg2610,5525,6.37,9.56,19.02,19.77,3.64,87639000000,1598900,334500,-8397,-2.45,1507000000,OK,同花顺期货通截图
20260901,2026-09-01,MA,甲醇,MA2610,3069,5.43,10.55,19.05,13.37,2.88,72170000000,2370900,664800,-48070,-6.74,1511000000,OK,同花顺期货通截图
20260901,2026-09-01,BU,沥青,bu2610,4934,4.18,14.40,23.81,23.88,1.73,21515000000,438700,238900,-8451,-3.42,-50198300,OK,同花顺期货通截图
20260901,2026-09-01,V,PVC,v2701,4888,4.09,3.04,5.98,3.34,2.02,49902000000,2051200,1079200,-29986,-2.70,2083000000,OK,同花顺期货通截图
20260901,2026-09-01,PX,对二甲苯,PX2611,8608,4.01,2.77,6.93,6.80,1.97,19092000000,444800,169000,9604,6.02,76396600,OK,同花顺期货通截图
20260901,2026-09-01,PS,多晶硅,ps2611,38000,3.22,0.98,5.89,11.78,0.59,12254000000,108600,117300,315,0.27,97370900,OK,同花顺期货通截图
20260901,2026-09-01,TA,PTA,TA2701,5930,3.17,1.58,6.01,6.27,1.61,31276000000,1059500,996600,56432,6.00,296000000,OK,同花顺期货通截图
20260901,2026-09-01,SC,原油,sc2610,637.8,3.15,9.06,21.00,19.42,0.43,82394000000,129300,40000,-2698,-6.32,-514000000,OK,同花顺期货通截图
20260901,2026-09-01,FG,玻璃,FG2701,969,3.09,5.67,0.62,-1.82,2.98,34503000000,1810200,1352000,-42516,-3.05,-7741200,OK,同花顺期货通截图
20260901,2026-09-01,EB,苯乙烯,eb2610,9165,2.83,6.20,10.58,7.33,0.49,34779000000,757700,324100,-6180,-1.87,-29244500,OK,同花顺期货通截图
20260901,2026-09-01,BZ,纯苯,bz2610,7997,2.82,6.44,13.02,7.94,0.44,11704000000,48700,28900,236,0.82,12140400,OK,同花顺期货通截图
20260901,2026-09-01,ZN,沪锌,zn2610,27070,2.71,5.31,7.72,10.29,1.35,24274000000,179900,174100,8235,4.96,311000000,OK,同花顺期货通截图
20260901,2026-09-01,L,塑料,l2701,8125,2.45,4.31,11.81,9.65,0.33,21569000000,531200,427200,-8857,-2.03,-42132600,OK,同花顺期货通截图
20260901,2026-09-01,BR,合成橡胶,br2610,14945,1.87,3.39,16.48,9.89,-0.37,14465000000,192000,52300,-4885,-8.55,-91380400,OK,同花顺期货通截图
20260901,2026-09-01,PG,LPG,pg2610,6176,1.86,8.79,14.88,10.09,0.11,11888000000,96300,105400,-5803,-5.22,-154000000,OK,同花顺期货通截图
20260901,2026-09-01,PF,短纤,PF2610,7922,3.61,3.12,7.14,7.64,1.85,9342000000,236600,120600,-11014,-8.37,-47807200,OK,同花顺期货通截图
20260901,2026-09-01,PP,聚丙烯,pp2701,8360,1.83,5.20,11.45,8.90,-0.07,28800000000,687400,598100,-11105,-0.18,-8983300,OK,同花顺期货通截图
20260901,2026-09-01,SF,硅铁,SF2611,6258,1.62,4.75,6.79,8.80,-1.10,15157000000,491300,473400,2662,0.57,40656200,OK,同花顺期货通截图
20260901,2026-09-01,SP,纸浆,sp2611,4862,1.46,2.79,3.76,-0.37,2.40,19076000000,399200,226000,10774,5.01,108000000,OK,同花顺期货通截图
20260901,2026-09-01,PR,瓶片,PR2611,7704,4.36,4.08,9.00,9.99,1.42,14140000000,123100,60500,2854,4.95,59257200,OK,同花顺期货通截图
20260901,2026-09-01,SA,纯碱,SA2701,1070,1.42,2.59,7.86,-1.20,0.85,36409000000,1715800,1200700,27942,2.38,129000000,OK,同花顺期货通截图
20260901,2026-09-01,FU,燃油,fu2611,3788,1.34,1.04,13.55,8.85,-1.48,34777000000,912900,218900,-6725,-2.98,-123000000,OK,同花顺期货通截图
20260901,2026-09-01,SH,烧碱,SH2611,1941,1.30,1.15,4.52,0.26,0.88,24079000000,417200,214000,-7264,-3.28,-49624100,OK,同花顺期货通截图
20260901,2026-09-01,LU,低硫燃油,lu2610,5027,1.13,0.68,12.94,13.04,-0.22,5876000000,116700,51400,-4988,-8.85,-82223300,OK,同花顺期货通截图
20260901,2026-09-01,SN,沪锡,sn2610,423500,0.93,-0.65,-1.22,1.52,1.07,53828000000,127100,40700,-437,-1.06,-28400,OK,同花顺期货通截图
20260901,2026-09-01,M,豆粕,m2701,3377,0.72,4.20,7.72,5.50,0.81,61468000000,1830900,2826900,56036,2.02,370000000,OK,同花顺期货通截图
20260901,2026-09-01,AL,沪铝,al2610,24110,0.63,0.65,1.26,4.15,0.15,16272000000,135200,248600,71,0.03,11451300,OK,同花顺期货通截图
20260901,2026-09-01,Y,豆油,y2701,9098,0.94,4.65,7.80,6.46,0.59,41727000000,459900,805300,12296,1.55,215000000,OK,同花顺期货通截图
20260901,2026-09-01,P,棕榈油,p2701,10297,0.55,3.53,7.33,7.96,0.14,66512000000,646200,610800,5356,0.88,102000000,OK,同花顺期货通截图
20260901,2026-09-01,B,豆二,b2611,4142,0.51,3.34,8.29,5.91,0.51,11446000000,277500,220900,10750,5.12,68514100,OK,同花顺期货通截图
20260901,2026-09-01,BC,国际铜,bc2610,97650,0.50,1.74,2.91,4.71,0.06,3818000000,7795,16200,953,6.23,103000000,OK,同花顺期货通截图
20260901,2026-09-01,CU,沪铜,cu2610,109220,0.50,1.42,2.55,3.87,0.11,53550000000,97800,224400,3522,1.59,452000000,OK,同花顺期货通截图
20260901,2026-09-01,NI,沪镍,ni2610,128070,0.45,-0.72,-3.51,-2.18,0.84,23886000000,187000,131500,-17795,-11.92,-509000000,OK,同花顺期货通截图
20260901,2026-09-01,IH,上证50,IH2609,2928.6,0.44,0.58,2.67,0.17,0.17,25587000000,29200,66000,-2866,-4.16,-552000000,OK,同花顺期货通截图
20260901,2026-09-01,SR,白糖,SR2701,5408,0.43,1.67,3.54,2.04,0.09,26212000000,485200,636100,10632,1.70,72750200,OK,同花顺期货通截图
20260901,2026-09-01,AO,氧化铝,ao2610,2693,0.34,0.45,1.81,-2.18,0.22,7201000000,134200,144300,-9878,-6.41,-113000000,OK,同花顺期货通截图
20260901,2026-09-01,SM,锰硅,SM2611,6112,0.33,3.63,7.57,4.69,-0.66,9414000000,309200,410900,-13943,-3.28,-53110800,OK,同花顺期货通截图
20260901,2026-09-01,CF,棉花,CF2701,17110,0.29,1.66,5.00,4.49,-0.09,26105000000,304100,597300,15190,2.61,176000000,OK,同花顺期货通截图
20260901,2026-09-01,OI,菜油,OI2611,10389,0.18,-0.27,3.35,3.50,0.12,31633000000,305100,277000,-5532,-1.96,-75714500,OK,同花顺期货通截图
20260901,2026-09-01,I,铁矿石,i2701,726.5,0.14,1.75,4.99,-1.56,-0.07,18435000000,255300,577300,8193,1.44,125000000,OK,同花顺期货通截图
20260901,2026-09-01,RM,菜粕,RM2611,2339,0.09,3.91,6.37,4.79,0.69,18121000000,777400,627100,-13126,-2.05,-28640300,OK,同花顺期货通截图
20260901,2026-09-01,PK,花生,PK2611,8034,0.00,-1.86,-1.88,-2.67,0.12,4720000000,117200,247100,-5100,-2.02,-26209500,OK,同花顺期货通截图
20260901,2026-09-01,C,玉米,c2611,2293,-0.04,3.01,3.85,2.09,-0.26,13116000000,572800,1174400,-38916,-3.21,-135000000,OK,同花顺期货通截图
20260901,2026-09-01,IF,沪深300,IF2609,4597.2,-0.06,-1.56,0.98,-1.40,0.01,81497000000,59100,137300,-7754,-5.35,-2613000000,OK,同花顺期货通截图
20260901,2026-09-01,JM,焦煤,jm2701,1694,-0.12,9.54,25.76,14.19,-2.02,163932000000,1609700,579000,-57437,-9.02,-1722000000,OK,同花顺期货通截图
20260901,2026-09-01,EC,欧线集运,ec2610,1896,-0.13,7.88,9.85,14.05,0.00,2202000000,24100,24800,-2928,-10.56,-110000000,OK,同花顺期货通截图
20260901,2026-09-01,UR,尿素,UR2701,1767,-0.28,1.90,2.73,2.26,-0.34,6328000000,180100,260300,5805,2.28,29566000,OK,同花顺期货通截图
20260901,2026-09-01,HC,热卷,hc2701,3388,-0.29,2.85,5.18,2.29,-0.67,12686000000,374200,1121800,76732,7.34,330000000,OK,同花顺期货通截图
20260901,2026-09-01,A,豆一,a2611,4984,-0.30,-1.87,5.13,4.86,-0.24,15584000000,313400,346200,-6481,-1.84,-51147400,OK,同花顺期货通截图
20260901,2026-09-01,RB,螺纹钢,rb2701,3174,-0.38,3.39,5.24,1.86,-0.72,22576000000,710900,1290300,65206,5.32,250000000,OK,同花顺期货通截图
20260901,2026-09-01,SI,工业硅,si2611,8790,-0.40,0.74,5.08,5.14,0.00,13051000000,295800,327200,-7746,-2.31,-93211300,OK,同花顺期货通截图
20260901,2026-09-01,PT,铂,pt2610,444.50,-0.41,2.11,9.63,9.36,-0.24,2419000000,5459,11500,-2018,-14.98,-289000000,OK,同花顺期货通截图
20260901,2026-09-01,RU,橡胶,ru2701,18790,-0.45,4.19,6.94,6.01,-0.92,59788000000,315300,162500,-644,-0.39,-73169500,OK,同花顺期货通截图
20260901,2026-09-01,CS,玉米淀粉,cs2611,2588,-0.46,2.74,2.94,0.12,-0.69,3793000000,146400,296200,2153,0.73,334200,OK,同花顺期货通截图
