symbol,contract,broker,long_pos,long_chg,short_pos,short_chg,net_pos,flow_score,add_long,reduce_long,add_short,reduce_short
NR,nr2610,摩根大通,4105,123,854,-63,3251,186,123,0,0,63
NR,nr2610,国泰君安,3866,32,7562,1398,-3696,-1366,32,0,1398,0
NR,nr2610,东证期货,3592,-20,3339,101,253,-121,0,20,101,0
NR,nr2610,中信期货,2995,198,4063,166,-1068,32,198,0,166,0
NR,nr2610,高盛期货,2698,51,0,0,2698,51,51,0,0,0
NR,nr2610,瑞银期货,1943,38,0,0,1943,38,38,0,0,0
NR,nr2610,永安期货,1835,-560,1028,524,807,-1084,0,560,524,0
NR,nr2610,广发期货,1619,303,1014,212,605,91,303,0,212,0
NR,nr2610,正信期货,1201,21,0,0,1201,21,21,0,0,0
NR,nr2610,银河期货,1076,12,3332,165,-2256,-153,12,0,165,0
NR,nr2610,东吴期货,1064,71,0,0,1064,71,71,0,0,0
NR,nr2610,中金财富,1053,75,0,0,1053,75,75,0,0,0
NR,nr2610,五矿期货,1043,431,465,46,578,385,431,0,46,0
NR,nr2610,华泰期货,868,121,1962,76,-1094,45,121,0,76,0
NR,nr2610,一德期货,761,-8,0,0,761,-8,0,8,0,0
NR,nr2610,中信建投,691,-4,0,0,691,-4,0,4,0,0
NR,nr2610,平安期货,640,56,0,0,640,56,56,0,0,0
NR,nr2610,国信期货,550,354,0,0,550,354,354,0,0,0
NR,nr2610,新湖期货,548,348,930,31,-382,317,348,0,31,0
NR,nr2610,国投安信,533,12,0,0,533,12,12,0,0,0
NR,nr2610,浙商期货,0,0,2221,29,-2221,-29,0,0,29,0
NR,nr2610,南华期货,0,0,2130,159,-2130,-159,0,0,159,0
NR,nr2610,物产中大,0,0,1636,284,-1636,-284,0,0,284,0
NR,nr2610,中银期货,0,0,1511,60,-1511,-60,0,0,60,0
NR,nr2610,大地期货,0,0,1506,-35,-1506,35,0,0,0,35
NR,nr2610,中泰期货,0,0,1301,44,-1301,-44,0,0,44,0
NR,nr2610,瑞达期货,0,0,675,-14,-675,14,0,0,0,14
NR,nr2610,宝城期货,0,0,668,99,-668,-99,0,0,99,0
NR,nr2610,海证期货,0,0,619,-99,-619,99,0,0,0,99
NR,nr2610,中粮期货,0,0,614,-15,-614,15,0,0,0,15
PP,pp2609,国泰君安,64255,-3836,45778,-4121,18477,285,0,3836,0,4121
PP,pp2609,东证期货,46117,-2970,16608,-2993,29509,23,0,2970,0,2993
PP,pp2609,中信期货,39176,-3087,32991,-787,6185,-2300,0,3087,0,787
PP,pp2609,永安期货,29443,-4999,20986,-3638,8457,-1361,0,4999,0,3638
PP,pp2609,华泰期货,16574,-263,21077,8913,-4503,-9176,0,263,8913,0
PP,pp2609,中金财富,9471,-1224,0,0,9471,-1224,0,1224,0,0
PP,pp2609,银河期货,8957,40,15705,-1598,-6748,1638,40,0,0,1598
PP,pp2609,浙商期货,8454,-235,12376,-1042,-3922,807,0,235,0,1042
PP,pp2609,广发期货,8325,-1098,17335,-524,-9010,-574,0,1098,0,524
PP,pp2609,平安期货,7591,92,0,0,7591,92,92,0,0,0
PP,pp2609,光大期货,7481,94,6409,-333,1072,427,94,0,0,333
PP,pp2609,瑞达期货,6510,-1560,4749,-817,1761,-743,0,1560,0,817
PP,pp2609,紫金天风,6329,598,0,0,6329,598,598,0,0,0
PP,pp2609,冠通期货,5748,-11,0,0,5748,-11,0,11,0,0
PP,pp2609,申银万国,5586,-68,7169,-1454,-1583,1386,0,68,0,1454
PP,pp2609,高盛期货,5366,-63,0,0,5366,-63,0,63,0,0
PP,pp2609,中信建投,5328,-608,7126,-197,-1798,-411,0,608,0,197
PP,pp2609,国海良时,4988,630,0,0,4988,630,630,0,0,0
PP,pp2609,海证期货,4789,-215,0,0,4789,-215,0,215,0,0
PP,pp2609,海通期货,4695,-1927,7552,-516,-2857,-1411,0,1927,0,516
PP,pp2609,中泰期货,0,0,12910,242,-12910,-242,0,0,242,0
PP,pp2609,东吴期货,0,0,11551,-84,-11551,84,0,0,0,84
PP,pp2609,东海期货,0,0,9501,-373,-9501,373,0,0,0,373
PP,pp2609,国投安信,0,0,6647,-10,-6647,10,0,0,0,10
PP,pp2609,方正中期,0,0,5610,-568,-5610,568,0,0,0,568
PP,pp2609,南华期货,0,0,5402,-1052,-5402,1052,0,0,0,1052
PP,pp2609,东亚期货,0,0,4911,0,-4911,0,0,0,0,0
TA,ta2609,东证期货,80188,7106,19985,-4927,60203,12033,7106,0,0,4927
TA,ta2609,国泰君安,60186,-2736,115374,-8740,-55188,6004,0,2736,0,8740
TA,ta2609,中信期货,50013,-4033,73293,-7447,-23280,3414,0,4033,0,7447
TA,ta2609,银河期货,42491,1176,19571,5126,22920,-3950,1176,0,5126,0
TA,ta2609,永安期货,37107,-1910,11588,-2531,25519,621,0,1910,0,2531
TA,ta2609,国贸期货,22361,-1430,16998,123,5363,-1553,0,1430,123,0
TA,ta2609,华泰期货,20790,-2288,27254,-10,-6464,-2278,0,2288,0,10
TA,ta2609,中金财富,20442,-471,0,0,20442,-471,0,471,0,0
TA,ta2609,中粮期货,20211,-2044,0,0,20211,-2044,0,2044,0,0
TA,ta2609,光大期货,16804,-1203,14964,-1676,1840,473,0,1203,0,1676
TA,ta2609,瑞达期货,11416,-2956,0,0,11416,-2956,0,2956,0,0
TA,ta2609,渤海期货,11277,-2479,0,0,11277,-2479,0,2479,0,0
TA,ta2609,广发期货,10530,-853,0,0,10530,-853,0,853,0,0
TA,ta2609,建信期货,10089,-2005,0,0,10089,-2005,0,2005,0,0
TA,ta2609,兴证期货,10024,1778,0,0,10024,1778,1778,0,0,0
TA,ta2609,申银万国,9880,-3782,7106,-2717,2774,-1065,0,3782,0,2717
TA,ta2609,西南期货,9559,-41,0,0,9559,-41,0,41,0,0
TA,ta2609,冠通期货,9410,-62,0,0,9410,-62,0,62,0,0
TA,ta2609,国投安信,9136,-2964,0,0,9136,-2964,0,2964,0,0
TA,ta2609,徽商期货,9123,-792,0,0,9123,-792,0,792,0,0
TA,ta2609,东吴期货,0,0,77801,1042,-77801,-1042,0,0,1042,0
TA,ta2609,恒力期货,0,0,27894,4997,-27894,-4997,0,0,4997,0
TA,ta2609,中信建投,0,0,21227,-2431,-21227,2431,0,0,0,2431
TA,ta2609,南华期货,0,0,18118,-3873,-18118,3873,0,0,0,3873
TA,ta2609,福能期货,0,0,17390,16,-17390,-16,0,0,16,0
TA,ta2609,信达期货,0,0,10809,-3423,-10809,3423,0,0,0,3423
TA,ta2609,弘业期货,0,0,10299,584,-10299,-584,0,0,584,0
TA,ta2609,新湖期货,0,0,8635,-78,-8635,78,0,0,0,78
TA,ta2609,浙商期货,0,0,7852,-2612,-7852,2612,0,0,0,2612
TA,ta2609,盛达期货,0,0,7695,243,-7695,-243,0,0,243,0
TA,ta2609,港信期货,0,0,6527,-155,-6527,155,0,0,0,155
V,v2609,中财期货,80343,-25648,10725,-271,69618,-25377,0,25648,0,271
V,v2609,恒力期货,45568,-100,0,0,45568,-100,0,100,0,0
V,v2609,东证期货,36577,-12056,38084,-2056,-1507,-10000,0,12056,0,2056
V,v2609,物产中大,31911,-217,0,0,31911,-217,0,217,0,0
V,v2609,国泰君安,26548,-1250,104454,-10858,-77906,9608,0,1250,0,10858
V,v2609,永安期货,24606,-525,35109,-1871,-10503,1346,0,525,0,1871
V,v2609,大越期货,20558,-79,0,0,20558,-79,0,79,0,0
