date,open,close,high,low,volume,turnover,amplitude_pct,change_pct,change_amount,turnover_rate
2025-09-30,3803.0,3815.0,3815.0,3801.0,564.0,21486640.0,0.37,0.5,19.0,0.0
2025-10-09,3803.0,3840.0,3847.0,3790.0,1168.0,44614770.0,1.5,0.81,31.0,0.0
2025-10-10,3840.0,3857.0,3868.0,3829.0,1460.0,56315590.0,1.02,1.0,38.0,0.0
2025-10-13,3860.0,3873.0,3877.0,3847.0,2801.0,108406410.0,0.78,0.41,16.0,0.0
2025-10-14,3873.0,3867.0,3878.0,3854.0,1875.0,72493870.0,0.62,-0.08,-3.0,0.0
2025-10-15,3868.0,3870.0,3872.0,3861.0,844.0,32638580.0,0.28,0.1,4.0,0.0
2025-10-16,3868.0,3863.0,3869.0,3859.0,1182.0,45657520.0,0.26,-0.1,-4.0,0.0
2025-10-17,3860.0,3835.0,3863.0,3830.0,1373.0,52799240.0,0.85,-0.7,-27.0,0.0
2025-10-20,3829.0,3854.0,3858.0,3828.0,669.0,25767110.0,0.78,0.23,9.0,0.0
2025-10-21,3859.0,3828.0,3865.0,3826.0,1768.0,67860310.0,1.01,-0.6,-23.0,0.0
2025-10-22,3828.0,3777.0,3828.0,3775.0,2686.0,101986990.0,1.38,-1.59,-61.0,0.0
2025-10-23,3780.0,3792.0,3802.0,3770.0,4591.0,173846390.0,0.84,-0.11,-4.0,0.0
2025-10-24,3800.0,3842.0,3860.0,3791.0,3249.0,124436310.0,1.82,1.48,56.0,0.0
2025-10-27,3839.0,3840.0,3840.0,3817.0,1459.0,55948350.0,0.6,0.29,11.0,0.0
2025-10-28,3835.0,3837.0,3843.0,3830.0,896.0,34387200.0,0.34,0.08,3.0,0.0
2025-10-29,3839.0,3863.0,3868.0,3839.0,1667.0,64333960.0,0.76,0.68,26.0,0.0
2025-10-30,3857.0,3847.0,3860.0,3846.0,813.0,31337460.0,0.36,-0.31,-12.0,0.0
2025-10-31,3845.0,3849.0,3851.0,3836.0,470.0,18063450.0,0.39,-0.13,-5.0,0.0
2025-11-03,3843.0,3861.0,3869.0,3843.0,827.0,31916430.0,0.68,0.47,18.0,0.0
2025-11-04,3859.0,3859.0,3872.0,3853.0,1127.0,43516200.0,0.49,0.0,0.0,0.0
2025-11-05,3857.0,3867.0,3869.0,3857.0,1119.0,43230950.0,0.31,0.16,6.0,0.0
2025-11-06,3867.0,3854.0,3873.0,3848.0,980.0,37825700.0,0.65,-0.23,-9.0,0.0
2025-11-07,3849.0,3850.0,3855.0,3826.0,1366.0,52446890.0,0.75,-0.23,-9.0,0.0
2025-11-10,3850.0,3856.0,3864.0,3845.0,648.0,24971330.0,0.49,0.44,17.0,0.0
2025-11-11,3860.0,3881.0,3881.0,3854.0,2321.0,89892310.0,0.7,0.73,28.0,0.0
