symbol,variety,contract,market,source_date,open,high,low,close,change_pct,change_amount,volume,turnover,amplitude_pct,source,source_url,validation_status,sina_close,quhe_code,status
I,铁矿石,im,,2026-08-27,719.5,721.0,713.0,716.5,-0.27835768,-2.0,227347.0,16296385000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,716.5,JO_165977,OK
FU,燃料油,fum,,2026-08-27,3638.0,3755.0,3618.0,3675.0,0.0,0.0,1036758.0,38225863000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3675.0,JO_165770,OK
SS,不锈钢,ssm,,2026-08-27,14265.0,14265.0,13985.0,14015.0,-1.7525412,-250.0,198809.0,14009728000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,14015.0,JO_233721,OK
PP,PP,ppm,,2026-08-27,7805.0,7943.0,7783.0,7851.0,-0.3047619,-24.0,668415.0,26270374000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7851.0,JO_165874,OK
SN,沪锡,snm,,2026-08-27,424090.0,424350.0,416900.0,419420.0,-1.565397,-6670.0,153565.0,64537460000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,QUHE_MAIN_DIFFERS_FROM_SEAT_CONTRACT,418710.0,JO_165603,OK
RM,菜粕,RMm,,2026-08-27,2322.0,2359.0,2311.0,2348.0,2.8922,66.0,888870.0,2075511400.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,2348.0,JO_166106,OK
BC,国际铜,bcm,,2026-08-27,96850.0,96990.0,96390.0,96460.0,-0.5772006,-560.0,5805.0,2807497200.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,96460.0,JO_291808,OK
PX,对二甲苯,PXm,,2026-08-27,7880.0,7992.0,7834.0,7948.0,-0.69965017,-56.0,490610.0,3891518500.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7948.0,JO_336625,OK
SA,纯碱,SAm,,2026-08-27,1034.0,1037.0,1006.0,1011.0,-2.694899,-28.0,1674745.0,1701540900.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,1011.0,JO_233773,OK
SF,硅铁,SF2611,,2026-08-27,5924.000,6042.000,5904.000,6034.0,1.3776881720430012,82.0,469228,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_REALTIME,6034.0,,OK
C,玉米,cm,,2026-08-27,2279.0,2292.0,2278.0,2287.0,0.35103115,8.0,505556.0,11549797000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,2287.0,JO_165796,OK
PK,花生,PKm,,2026-08-27,8004.0,8028.0,7964.0,7980.0,-0.5235602,-42.0,130849.0,1046530300.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7980.0,JO_291867,OK
SP,纸浆,spm,,2026-08-27,4786.0,4828.0,4780.0,4800.0,-0.33222592,-16.0,257607.0,12383506000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,4800.0,JO_233708,OK
PB,沪铅,pbm,,2026-08-27,16130.0,16160.0,16050.0,16110.0,-0.031026995,-5.0,58006.0,4673295000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,16110.0,JO_165616,OK
AL,沪铝,al2610,,2026-08-27,23760.000,23950.000,23710.000,23820.0,-0.20946795140343033,-50.0,187249,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_REALTIME,23820.0,,OK
JM,焦煤,JM2701,,2026-08-27,1578.000,1614.500,1567.500,1609.0,1.9322141273360849,30.5,1040547,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_REALTIME,1609.0,JO_165990,OK
EG,乙二醇,egm,,2026-08-27,5040.0,5171.0,4971.0,5028.0,-4.173814,-219.0,1333883.0,67726510000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,5028.0,JO_233664,OK
