symbol,contract,broker,long_pos,long_chg,short_pos,short_chg,net_pos,flow_score,add_long,reduce_long,add_short,reduce_short
NR,nr2610,东证期货,4667,414,3989,120,678,294,414,0,120,0
NR,nr2610,高盛期货,4464,185,0,0,4464,185,185,0,0,0
NR,nr2610,国泰君安,4282,123,8613,369,-4331,-246,123,0,369,0
NR,nr2610,中信期货,4278,527,5574,-474,-1296,1001,527,0,0,474
NR,nr2610,摩根大通,3618,158,0,0,3618,158,158,0,0,0
NR,nr2610,永安期货,3320,1436,3778,1208,-458,228,1436,0,1208,0
NR,nr2610,广发期货,1633,110,2060,276,-427,-166,110,0,276,0
NR,nr2610,瑞银期货,1628,-232,0,0,1628,-232,0,232,0,0
NR,nr2610,中金财富,1429,60,0,0,1429,60,60,0,0,0
NR,nr2610,正信期货,1178,-5,0,0,1178,-5,0,5,0,0
NR,nr2610,银河期货,1163,-81,3713,189,-2550,-270,0,81,189,0
NR,nr2610,中粮期货,1153,351,909,96,244,255,351,0,96,0
NR,nr2610,华泰期货,1148,39,2130,138,-982,-99,39,0,138,0
NR,nr2610,国信期货,1132,77,0,0,1132,77,77,0,0,0
NR,nr2610,东吴期货,1090,-181,0,0,1090,-181,0,181,0,0
NR,nr2610,华闻期货,986,3,0,0,986,3,3,0,0,0
NR,nr2610,五矿期货,958,-79,0,0,958,-79,0,79,0,0
NR,nr2610,平安期货,810,78,0,0,810,78,78,0,0,0
NR,nr2610,新湖期货,780,-20,737,19,43,-39,0,20,19,0
NR,nr2610,中辉期货,768,30,0,0,768,30,30,0,0,0
NR,nr2610,南华期货,0,0,2658,183,-2658,-183,0,0,183,0
NR,nr2610,浙商期货,0,0,2399,131,-2399,-131,0,0,131,0
NR,nr2610,物产中大,0,0,1690,373,-1690,-373,0,0,373,0
NR,nr2610,大地期货,0,0,1612,21,-1612,-21,0,0,21,0
NR,nr2610,宝城期货,0,0,1363,127,-1363,-127,0,0,127,0
NR,nr2610,中泰期货,0,0,1354,9,-1354,-9,0,0,9,0
NR,nr2610,中银期货,0,0,1299,-107,-1299,107,0,0,0,107
NR,nr2610,西部期货,0,0,925,660,-925,-660,0,0,660,0
NR,nr2610,瑞达期货,0,0,809,13,-809,-13,0,0,13,0
NR,nr2610,海证期货,0,0,680,-200,-680,200,0,0,0,200
NR,nr2610,建信期货,0,0,631,29,-631,-29,0,0,29,0
PP,pp2701,国泰君安,64208,-2038,67737,3104,-3529,-5142,0,2038,3104,0
PP,pp2701,中信期货,57177,3293,47922,117,9255,3176,3293,0,117,0
PP,pp2701,东证期货,49607,11630,29120,-8,20487,11638,11630,0,0,8
PP,pp2701,高盛期货,34329,2851,0,0,34329,2851,2851,0,0,0
PP,pp2701,中金财富,25618,1718,0,0,25618,1718,1718,0,0,0
PP,pp2701,银河期货,22913,672,15983,1312,6930,-640,672,0,1312,0
PP,pp2701,永安期货,17406,-2431,32623,966,-15217,-3397,0,2431,966,0
PP,pp2701,华泰期货,11769,-880,28215,1682,-16446,-2562,0,880,1682,0
PP,pp2701,广发期货,10177,342,29443,6790,-19266,-6448,342,0,6790,0
PP,pp2701,瑞达期货,8919,3818,0,0,8919,3818,3818,0,0,0
PP,pp2701,浙商期货,8521,-239,17015,1412,-8494,-1651,0,239,1412,0
PP,pp2701,光大期货,8152,674,0,0,8152,674,674,0,0,0
PP,pp2701,中信建投,6764,579,0,0,6764,579,579,0,0,0
PP,pp2701,瑞银期货,6576,125,0,0,6576,125,125,0,0,0
PP,pp2701,平安期货,6434,1637,0,0,6434,1637,1637,0,0,0
PP,pp2701,摩根大通,5149,79,0,0,5149,79,79,0,0,0
PP,pp2701,国联期货,5065,1961,0,0,5065,1961,1961,0,0,0
PP,pp2701,东吴期货,4902,484,0,0,4902,484,484,0,0,0
PP,pp2701,国投安信,4793,-5,12624,-747,-7831,742,0,5,0,747
PP,pp2701,混沌天成,4610,357,0,0,4610,357,357,0,0,0
PP,pp2701,中粮期货,0,0,9337,552,-9337,-552,0,0,552,0
PP,pp2701,海通期货,0,0,8927,789,-8927,-789,0,0,789,0
PP,pp2701,南华期货,0,0,8333,299,-8333,-299,0,0,299,0
PP,pp2701,东亚期货,0,0,7399,2006,-7399,-2006,0,0,2006,0
PP,pp2701,新湖期货,0,0,6322,604,-6322,-604,0,0,604,0
PP,pp2701,创元期货,0,0,6124,338,-6124,-338,0,0,338,0
PP,pp2701,紫金天风,0,0,5530,116,-5530,-116,0,0,116,0
PP,pp2701,东海期货,0,0,5454,219,-5454,-219,0,0,219,0
PP,pp2701,海证期货,0,0,5428,2281,-5428,-2281,0,0,2281,0
PP,pp2701,方正中期,0,0,5381,-53,-5381,53,0,0,0,53
PP,pp2701,中泰期货,0,0,5256,-35,-5256,35,0,0,0,35
TA,ta2701,国泰君安,97877,495,104302,-4077,-6425,4572,495,0,0,4077
TA,ta2701,东证期货,87699,2739,62712,-2487,24987,5226,2739,0,0,2487
TA,ta2701,中信期货,72222,-4441,43949,5970,28273,-10411,0,4441,5970,0
TA,ta2701,高盛期货,45241,-2087,0,0,45241,-2087,0,2087,0,0
TA,ta2701,摩根大通,31262,-3099,0,0,31262,-3099,0,3099,0,0
TA,ta2701,华泰期货,30271,-274,27918,65,2353,-339,0,274,65,0
TA,ta2701,中粮期货,27606,1823,0,0,27606,1823,1823,0,0,0
