report_date,source_date,symbol,variety,contract,market,open,close,high,low,volume,turnover,amplitude_pct,change_pct,change_amount,status,source,source_url,fetched_at
20260813,2026-08-13,A,豆一,a2611,114,,4986,,,,25817063640,,1.8382,90.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,AD,铝合金,ad2610,113,,23395,,,,3313276800,,-1.0573,-250.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,AG,沪银,ag2610,113,,15823,,,,279999097725,,-2.049,-331.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,AL,沪铝,al2609,113,,24090,,,,36819028250,,-0.803,-195.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,AO,氧化铝,ao2610,113,,2680,,,,16799625100,,-1.1435,-31.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,AP,苹果,ap2610,115,,7873,,,,7408487590,,0.6906,54.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,AU,沪金,au2610,113,,952.96,,,,357342721140,,-0.5821,-5.579999999999927,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,B,豆二,b2611,114,,3885,,,,11765905870,,0.9615,37.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,,BB,胶合板2611,bb2611,114,,,,,,,,,,ERROR:RemoteDisconnected,东方财富期货主力日线,https://qhweb.eastmoney.com/quote/zhuli,2026-08-13T17:18:50+08:00
20260813,2026-08-13,BC,国际铜,bc2609,142,,95620,,,,4888266450,,-0.9837,-950.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,BR,合成橡胶,br2610,113,,13525,,,,13980537450,,0.7449,100.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,BU,沥青,bu2610,113,,4173,,,,12735313420,,0.53,22.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,BZ,纯苯,bz2609,114,,7268,,,,6769219710,,0.5952,43.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,C,玉米,c2609,114,,2231,,,,16718797290,,-1.4141,-32.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,CF,棉花,cf2701,115,,16725,,,,43248294025,,-0.5352,-90.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,CJ,红枣,cj2701,115,,8240,,,,5878357550,,-0.9615,-80.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,CS,淀粉,cs2609,114,,2534,,,,9139938890,,-2.1244,-55.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,CU,沪铜,cu2609,113,,107410,,,,102570767100,,-0.9041,-980.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,CY,棉纱,cy2611,115,,22635,,,,2416481550,,-1.308,-300.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
20260813,2026-08-13,EB,苯乙烯,eb2610,114,,8267,,,,24911775245,,0.7188,59.0,OK,奇货可查商品主连,https://x.qhkch.com/variety,2026-08-13T17:18:50+08:00
