snapshot_date,symbol,variety,report_scope,asset,temperature,strength,trend_rank,source,note,tm_id,ticker_symbol,is_trend_right_side,days_since_trend_entry,trend_phase_curr,trend_temperature_prev,trend_strength_local_change,return_1d,api_update_dt
2026-07-31,FU,燃油,commodity,商品期货,平,71.1,,trend_animal_api,API direct fact,300156,FU,False,,,平,,-0.0474,2026-07-31 17:20:02
2026-07-31,EB,苯乙烯,commodity,商品期货,平,77.6,,trend_animal_api,API direct fact,308526,EB,False,,,平,,-0.0259,2026-07-31 17:20:02
2026-07-31,LC,碳酸锂,commodity,商品期货,寒,11.8,,trend_animal_api,API direct fact,308564,lc,False,-17.0,立冬,凉,,-0.025,2026-07-31 17:20:02
2026-07-31,M,豆粕,commodity,商品期货,平,60.5,,trend_animal_api,API direct fact,308534,M,False,,,平,,-0.0014,2026-07-31 17:20:02
2026-07-31,JM,焦煤,commodity,商品期货,寒,13.2,,trend_animal_api,API direct fact,308549,JM,False,-1.0,立冬,凉,,-0.0431,2026-07-31 17:20:02
2026-07-31,JD,鸡蛋,commodity,商品期货,凉,21.1,,trend_animal_api,API direct fact,308545,JD,False,,,凉,,-0.0111,2026-07-31 17:20:02
2026-07-31,AU,黄金,commodity,商品期货,平,59.7,,trend_animal_api,API direct fact,707175,AU2708,False,,,平,,0.0081,2026-07-31 17:20:02
2026-07-31,AG,白银,commodity,商品期货,平,70.0,,trend_animal_api,API direct fact,707180,AG2707,False,,,平,,0.0161,2026-07-31 17:20:02
2026-07-31,LH,生猪,commodity,商品期货,寒,1.3,,trend_animal_api,API direct fact,308562,LH,False,-15.0,冬至,寒,,-0.0092,2026-07-31 17:20:02
2026-07-31,IH,上证50,stock_index,ETF基金,温,68.5,,trend_animal_api,API direct fact,328631,510190,False,,,温,,0.0042,2026-07-31 17:20:02
