snapshot_date,symbol,variety,report_scope,asset,temperature,strength,trend_rank,source,note,tm_id,ticker_symbol,is_trend_right_side,days_since_trend_entry,trend_phase_curr,trend_temperature_prev,trend_strength_local_change,return_1d,api_update_dt
2026-07-23,A,豆一,commodity,商品期货,凉,96,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,A,,-6,,,,,
2026-07-23,AG,沪银,commodity,商品期货,凉,89,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,AG,,-6,,,,,
2026-07-23,AO,氧化铝,commodity,商品期货,凉,78,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,AO,,-16,,,,,
2026-07-23,UR,尿素,commodity,商品期货,凉,74,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,UR,,-28,,,,,
2026-07-23,HC,热卷,commodity,商品期货,凉,67,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,HC,,-10,,,,,
2026-07-23,PS,多晶硅,commodity,商品期货,凉,59,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,PS,,-6,,,,,
2026-07-23,PB,沪铅,commodity,商品期货,凉,56,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,PB,,-8,,,,,
2026-07-23,SR,白糖,commodity,商品期货,凉,44,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,SR,,-7,,,,,
2026-07-23,LC,碳酸锂,commodity,商品期货,寒,41,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,LC,,-8,,,,,
2026-07-23,C,玉米,commodity,商品期货,寒,37,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,C,,-28,,,,,
2026-07-23,SM,锰硅,commodity,商品期货,寒,33,,trend_animal_screenshot,用户提供的当日趋势截图；截图标注凉转寒，不使用截图行情替代东方财富收盘价,,SM,,-1,凉转寒,,,,
2026-07-23,SH,烧碱,commodity,商品期货,凉,30,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,SH,,-6,,,,,
2026-07-23,FG,玻璃,commodity,商品期货,凉,26,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,FG,,-114,,,,,
2026-07-23,LH,生猪,commodity,商品期货,寒,22,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,LH,,-6,,,,,
2026-07-23,CJ,红枣,commodity,商品期货,寒,7,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,CJ,,-37,,,,,
2026-07-23,SA,纯碱,commodity,商品期货,凉,0,,trend_animal_screenshot,用户提供的当日趋势截图；人工转录趋势字段，不使用截图行情替代东方财富收盘价,,SA,,-69,,,,,
