report_date,source_date,symbol,variety,contract,close,change_pct,return_10d,return_20d,return_30d,monthly_return,turnover,volume,open_interest,open_interest_change,open_interest_change_pct,capital_flow,status,source
20260831,2026-08-31,SF,硅铁,SF2611,6170,1.92,4.19,8.63,6.49,7.22,,,470700,-9834,-2.05,-121995000,OK,同花顺期货通截图
20260831,2026-08-31,ZN,沪锌,zn2610,26710,1.66,3.27,5.05,9.47,7.08,,,165900,1326,0.81,79683400,OK,同花顺期货通截图
20260831,2026-08-31,Y,豆油,y2701,9045,1.54,5.65,7.83,5.26,7.60,,,793000,20536,2.66,347000000,OK,同花顺期货通截图
20260831,2026-08-31,HC,热卷,hc2610,3412,1.46,4.31,6.73,3.46,5.96,,,625400,-126699,-16.85,-562000000,OK,同花顺期货通截图
20260831,2026-08-31,A,豆一,a2611,4996,1.26,0.18,5.16,5.47,5.49,,,352700,4789,1.38,597991000,OK,同花顺期货通截图
20260831,2026-08-31,AP,苹果,AP2610,7741,1.24,-1.83,-0.44,4.19,-0.86,,,58800,-19334,-24.76,-275000000,OK,同花顺期货通截图
20260831,2026-08-31,SH,烧碱,SH2611,1924,1.21,1.37,3.44,-2.24,3.16,,,221200,-5224,-2.31,-319393000,OK,同花顺期货通截图
20260831,2026-08-31,NR,20号胶,nr2610,15815,1.12,5.43,11.53,7.44,11.06,,,37400,-3170,-7.81,-884145000,OK,同花顺期货通截图
20260831,2026-08-31,RB,螺纹钢,rb2610,3143,1.09,4.21,5.61,1.52,4.63,,,944800,-155998,-14.17,-639000000,OK,同花顺期货通截图
20260831,2026-08-31,SM,锰硅,SM2611,6090,0.96,4.25,8.02,4.17,6.09,,,424900,19257,4.75,99128200,OK,同花顺期货通截图
20260831,2026-08-31,UR,尿素,UR2701,1771,0.91,2.37,2.91,2.61,-0.57,,,254500,14817,6.18,93942300,OK,同花顺期货通截图
20260831,2026-08-31,RU,天然橡胶,ru2701,18965,0.82,5.19,10.45,5.95,9.59,,,163100,-3345,-2.01,-107000000,OK,同花顺期货通截图
20260831,2026-08-31,PB,沪铅,pb2610,16370,0.80,2.63,5.95,3.41,5.07,,,70300,-1142,-1.60,-10738200,OK,同花顺期货通截图
20260831,2026-08-31,SI,工业硅,si2611,8865,0.80,1.78,5.47,6.04,6.80,,,335000,18395,5.81,188000000,OK,同花顺期货通截图
20260831,2026-08-31,C,玉米,c2611,2299,0.79,4.50,4.12,2.22,3.42,,,1213300,16192,1.35,85635300,OK,同花顺期货通截图
20260831,2026-08-31,I,铁矿石,i2701,727.0,0.76,2.90,5.06,-2.48,2.76,,,569100,-2056,-0.36,17380400,OK,同花顺期货通截图
20260831,2026-08-31,OI,菜油,OI2611,10377,0.74,-0.49,4.89,3.31,4.73,,,282500,-12371,-4.20,-162000000,OK,同花顺期货通截图
20260831,2026-08-31,AL,沪铝,al2610,24075,0.61,0.17,1.82,4.63,1.93,,,248500,618,0.25,58634700,OK,同花顺期货通截图
20260831,2026-08-31,IM,中证1000,IM2609,7713.6,0.59,-2.05,9.83,12.61,8.50,,,235500,5026,2.18,2381000000,OK,同花顺期货通截图
20260831,2026-08-31,BC,国际铜,bc2610,97590,0.57,-0.09,3.38,6.31,4.07,,,15300,744,5.11,83068000,OK,同花顺期货通截图
20260831,2026-08-31,IC,中证500,IC2609,7895.8,0.56,-2.30,7.34,8.13,4.95,,,156800,5122,3.38,2247000000,OK,同花顺期货通截图
20260831,2026-08-31,B,豆二,b2611,4121,0.51,5.18,8.39,5.42,8.22,,,210100,-906,-0.43,1272000,OK,同花顺期货通截图
20260831,2026-08-31,JD,鸡蛋,jd2610,3786,0.45,-3.64,-3.02,-5.37,1.09,,,187200,-23124,-10.99,-124000000,OK,同花顺期货通截图
20260831,2026-08-31,CU,沪铜,cu2610,109100,0.44,-0.22,2.97,5.37,3.61,,,220900,4490,2.07,586000000,OK,同花顺期货通截图
20260831,2026-08-31,IH,上证50,IH2609,2918.0,0.29,-0.04,2.03,1.53,-0.20,,,68900,1860,2.77,423000000,OK,同花顺期货通截图
20260831,2026-08-31,IF,沪深300,IF2609,4601.6,0.20,-2.07,1.98,1.23,0.33,,,145000,4867,3.47,1693000000,OK,同花顺期货通截图
20260831,2026-08-31,M,豆粕,m2701,3350,0.18,5.48,7.17,5.21,6.99,,,2770800,25983,0.95,160000000,OK,同花顺期货通截图
20260831,2026-08-31,SR,白糖,SR2701,5403,0.17,1.71,4.12,2.00,4.22,,,625500,4243,0.68,21546200,OK,同花顺期货通截图
20260831,2026-08-31,PK,花生,PK2611,8020,-0.10,-2.12,-1.55,-1.88,-1.86,,,252200,-8094,-3.11,-52364400,OK,同花顺期货通截图
20260831,2026-08-31,SP,纸浆,sp2611,4748,-0.13,0.51,1.45,-2.22,1.11,,,215200,3620,1.71,12214800,OK,同花顺期货通截图
20260831,2026-08-31,LH,生猪,lh2611,11955,-0.21,-3.59,3.06,-3.20,2.84,,,217000,4445,2.09,81624500,OK,同花顺期货通截图
20260831,2026-08-31,CF,棉花,CF2701,17125,-0.44,2.36,6.20,4.74,5.71,,,582100,-22613,-3.74,-294000000,OK,同花顺期货通截图
20260831,2026-08-31,CJ,红枣,CJ2701,8075,-0.49,-2.59,-2.53,-7.08,-4.85,,,176900,6232,3.65,32748900,OK,同花顺期货通截图
20260831,2026-08-31,SS,不锈钢,ss2610,13890,-0.61,-2.70,-3.94,-5.03,-5.06,,,113700,2407,2.16,14053700,OK,同花顺期货通截图
20260831,2026-08-31,SN,沪锡,sn2610,419000,-0.71,-3.07,-1.70,2.08,-1.32,,,41100,-1656,-3.87,-253000000,OK,同花顺期货通截图
20260831,2026-08-31,RM,菜粕,RM2611,2323,-0.77,5.78,5.35,4.69,4.83,,,640300,-17653,-2.68,-72148600,OK,同花顺期货通截图
20260831,2026-08-31,NI,沪镍,ni2610,127000,-0.94,-1.57,-2.13,-2.51,-3.79,,,149300,18619,14.24,526000000,OK,同花顺期货通截图
20260831,2026-08-31,PS,多晶硅,ps2611,37035,-2.01,-4.99,2.66,10.31,12.58,,,117000,1034,0.89,-21670300,OK,同花顺期货通截图
20260831,2026-08-31,AG,沪银,ag2610,16293,-3.12,0.93,14.59,18.47,14.22,,,240000,-21988,-8.39,-3958000000,OK,同花顺期货通截图
20260831,2026-08-31,AU,沪金,au2610,961.92,-3.20,0.65,8.49,9.73,8.29,,,179200,-7376,-3.95,-4500000000,OK,同花顺期货通截图
