report_date,source_date,symbol,variety,contract,close,change_pct,return_10d,return_20d,return_30d,monthly_return,turnover,volume,open_interest,open_interest_change,open_interest_change_pct,capital_flow,status,source
20260828,2026-08-28,LC,碳酸锂,lc2701,159600,4.77,2.81,17.13,7.04,13.00,,,392000,28232,7.76,2179000000,OK,同花顺期货通截图
20260828,2026-08-28,AP,苹果,AP2610,7778,4.57,-0.65,-0.63,3.98,-4.66,,,78100,-11906,-13.23,-115000000,OK,同花顺期货通截图
20260828,2026-08-28,AG,沪银,ag2610,17215,3.15,9.50,20.69,27.09,20.69,,,261900,1409,0.54,998000000,OK,同花顺期货通截图
20260828,2026-08-28,SA,纯碱,SA2701,1047,3.05,2.35,3.97,-2.88,3.97,,,1154400,-54365,-4.50,-42898600,OK,同花顺期货通截图
20260828,2026-08-28,V,PVC,v2701,4578,2.58,-1.46,0.89,-0.11,-0.89,,,1214700,-80568,-6.22,-163000000,OK,同花顺期货通截图
20260828,2026-08-28,JM,焦煤,jm2701,1629.0,2.32,7.49,23.93,11.19,23.93,,,597500,43897,7.93,1189000000,OK,同花顺期货通截图
20260828,2026-08-28,FG,玻璃,FG2701,927,2.32,-0.11,-2.93,-6.27,-2.93,,,1504400,-101056,-6.29,-233000000,OK,同花顺期货通截图
20260828,2026-08-28,PX,对二甲苯,PX2611,8104,2.17,0.10,1.17,2.22,1.17,,,153400,5316,3.59,-424000000,OK,同花顺期货通截图
20260828,2026-08-28,BU,沥青,bu2610,4651,2.09,10.42,16.98,18.26,16.98,,,266200,-4351,-1.61,22857100,OK,同花顺期货通截图
20260828,2026-08-28,BR,合成橡胶,br2610,14480,1.90,6.39,15.19,7.22,15.19,,,61300,-9218,-13.06,-150000000,OK,同花顺期货通截图
20260828,2026-08-28,TA,PTA,TA2701,5630,1.85,-0.64,1.22,2.89,1.22,,,868200,2314,0.27,74583000,OK,同花顺期货通截图
20260828,2026-08-28,J,焦炭,j2701,2153.5,1.80,8.43,19.11,10.55,19.11,,,64400,1818,2.91,121000000,OK,同花顺期货通截图
20260828,2026-08-28,Y,豆油,y2701,8965,1.67,4.96,6.65,5.06,6.65,,,772400,43700,6.00,688000000,OK,同花顺期货通截图
20260828,2026-08-28,SF,硅铁,SF2611,6080,1.64,2.60,6.55,4.61,6.03,,,480500,11637,2.48,64625500,OK,同花顺期货通截图
20260828,2026-08-28,PP,聚丙烯,pp2701,7988,1.63,3.59,5.16,7.38,5.16,,,565800,19272,3.53,160000000,OK,同花顺期货通截图
20260828,2026-08-28,LH,生猪,lh2611,12055,1.56,-2.11,2.07,-4.40,-0.08,,,212600,-12717,-5.65,-280000000,OK,同花顺期货通截图
20260828,2026-08-28,MA,甲醇,MA2610,2840,1.54,5.69,8.81,8.44,8.81,,,739700,13610,1.87,-1496000000,OK,同花顺期货通截图
20260828,2026-08-28,NR,20号胶,nr2610,15790,1.51,7.09,10.88,8.22,10.88,,,40600,-4896,-10.77,-124000000,OK,同花顺期货通截图
20260828,2026-08-28,RU,天然橡胶,ru2701,18940,1.50,6.46,9.45,6.73,9.45,,,166500,6165,3.85,252000000,OK,同花顺期货通截图
20260828,2026-08-28,L,塑料,l2701,7720,1.46,2.66,5.32,6.90,5.32,,,413000,16009,4.03,121000000,OK,同花顺期货通截图
20260828,2026-08-28,BZ,纯苯,bz2610,7543,1.23,4.37,7.22,5.90,7.22,,,28000,255,0.92,21118500,OK,同花顺期货通截图
20260828,2026-08-28,PR,瓶片,PR2611,7216,1.18,0.84,1.78,4.79,1.78,,,50800,496,0.99,19980000,OK,同花顺期货通截图
20260828,2026-08-28,P,棕榈油,p2701,10171,1.10,3.38,6.31,6.73,6.31,,,579400,9862,1.73,275000000,OK,同花顺期货通截图
20260828,2026-08-28,RB,螺纹钢,rb2610,3112,1.04,3.22,3.60,0.00,3.60,,,1100800,-153245,-12.22,-626000000,OK,同花顺期货通截图
20260828,2026-08-28,HC,热卷,hc2610,3371,0.96,3.40,4.69,1.60,4.69,,,752100,-68292,-8.32,-289000000,OK,同花顺期货通截图
20260828,2026-08-28,CF,棉花,CF2701,17180,0.94,2.63,6.05,5.98,6.05,,,604700,41253,7.32,555000000,OK,同花顺期货通截图
20260828,2026-08-28,AO,氧化铝,ao2610,2648,0.91,-1.78,0.72,-1.23,0.72,,,228600,-52356,-18.64,-568000000,OK,同花顺期货通截图
20260828,2026-08-28,I,铁矿石,i2701,723.0,0.91,1.76,2.19,-3.47,2.19,,,571200,-10976,-1.89,-91335700,OK,同花顺期货通截图
20260828,2026-08-28,CJ,红枣,CJ2701,8130,0.87,-0.67,-5.08,-6.23,-6.25,,,170700,-10545,-5.82,-57711400,OK,同花顺期货通截图
20260828,2026-08-28,SN,沪锡,sn2610,423870,0.86,-0.85,-0.17,5.06,-0.17,,,42800,-503,-1.16,-5792200,OK,同花顺期货通截图
20260828,2026-08-28,SR,白糖,SR2701,5411,0.86,1.92,4.38,2.77,4.38,,,621200,2309,0.37,52127300,OK,同花顺期货通截图
20260828,2026-08-28,PB,沪铅,pb2610,16245,0.84,2.62,4.27,2.11,4.27,,,71500,2020,2.91,46408200,OK,同花顺期货通截图
20260828,2026-08-28,PF,短纤,PF2610,7504,0.81,0.37,1.16,3.25,1.16,,,136500,-6381,-4.47,-25515100,OK,同花顺期货通截图
20260828,2026-08-28,JD,鸡蛋,jd2610,3791,0.80,-4.20,1.12,-8.14,0.29,,,210400,-29825,-12.42,-151000000,OK,同花顺期货通截图
20260828,2026-08-28,LU,低硫燃油,lu2610,4765,0.78,-0.27,7.08,9.62,7.08,,,59400,-5127,-7.95,-76112900,OK,同花顺期货通截图
20260828,2026-08-28,PK,花生,PK2611,8058,0.75,-2.09,-1.56,-2.09,-2.27,,,260300,-4904,-1.85,-13180000,OK,同花顺期货通截图
20260828,2026-08-28,EB,苯乙烯,eb2610,8639,0.71,2.93,4.79,3.60,4.79,,,306500,-7126,-2.27,-21137800,OK,同花顺期货通截图
20260828,2026-08-28,BC,国际铜,bc2610,97390,0.59,1.72,3.86,6.57,3.86,,,14500,690,4.98,84588900,OK,同花顺期货通截图
20260828,2026-08-28,B,豆二,b2611,4099,0.51,4.97,7.64,6.80,7.64,,,211000,-2551,-1.19,-16134100,OK,同花顺期货通截图
20260828,2026-08-28,UR,尿素,UR2701,1758,0.51,1.62,-0.45,3.11,-1.08,,,239700,23185,10.71,139000000,OK,同花顺期货通截图
20260828,2026-08-28,M,豆粕,m2701,3340,0.48,5.53,6.68,6.74,6.68,,,2744800,-41969,-1.51,-255000000,OK,同花顺期货通截图
20260828,2026-08-28,CU,沪铜,cu2610,108900,0.47,1.34,3.42,5.56,3.42,,,216400,3226,1.51,527000000,OK,同花顺期货通截图
20260828,2026-08-28,SH,烧碱,SH2611,1909,0.42,2.09,2.36,-0.52,2.36,,,226500,-12338,-5.17,-94715600,OK,同花顺期货通截图
20260828,2026-08-28,AL,沪铝,al2610,23920,0.36,0.15,1.27,3.08,1.27,,,247900,248,0.10,33768100,OK,同花顺期货通截图
20260828,2026-08-28,SM,锰硅,SM2611,6030,0.27,3.47,5.53,2.97,5.08,,,405600,-8970,-2.16,-30317000,OK,同花顺期货通截图
20260828,2026-08-28,OI,菜油,OI2611,10333,0.18,-0.94,4.29,4.06,4.29,,,294900,-2968,-1.00,-27923900,OK,同花顺期货通截图
20260828,2026-08-28,RM,菜粕,RM2611,2339,0.17,6.75,5.55,7.29,5.55,,,657900,-14710,-2.19,-56644600,OK,同花顺期货通截图
20260828,2026-08-28,AU,沪金,au2610,999.28,0.08,5.95,12.49,14.04,12.49,,,186500,-2318,-1.23,-501000000,OK,同花顺期货通截图
20260828,2026-08-28,ZN,沪锌,zn2610,26485,0.08,3.07,6.17,8.06,6.17,,,164500,-1916,-1.15,7351000,OK,同花顺期货通截图
20260828,2026-08-28,IH,上证50,IH2609,2911.4,0.02,0.74,0.68,4.11,0.59,,,67000,-1726,-2.51,-375000000,OK,同花顺期货通截图
20260828,2026-08-28,IM,中证1000,IM2609,7666.6,-0.03,0.21,9.71,8.51,9.91,,,230400,-14897,-6.07,-5718000000,OK,同花顺期货通截图
20260828,2026-08-28,SI,工业硅,si2611,8785,-0.06,-0.11,6.61,4.46,7.04,,,316600,181,0.06,-4738100,OK,同花顺期货通截图
20260828,2026-08-28,IF,沪深300,IF2609,4593.6,-0.16,-0.58,1.23,2.68,1.19,,,140200,-2703,-1.89,-1009000000,OK,同花顺期货通截图
20260828,2026-08-28,C,玉米,c2611,2279,-0.22,2.38,2.52,0.80,2.52,,,1197100,22137,1.88,57470400,OK,同花顺期货通截图
20260828,2026-08-28,PG,液化气,pg2610,5759,-0.23,7.08,6.04,6.51,6.04,,,104200,-4973,-4.55,-119000000,OK,同花顺期货通截图
20260828,2026-08-28,IC,中证500,IC2609,7853.8,-0.32,-0.09,6.20,6.29,6.76,,,151700,-7976,-4.99,-3384000000,OK,同花顺期货通截图
20260828,2026-08-28,PS,多晶硅,ps2611,37605,-0.37,-4.04,13.20,9.62,13.49,,,115900,2665,2.35,67126800,OK,同花顺期货通截图
20260828,2026-08-28,SP,纸浆,sp2611,4788,-0.37,2.31,1.96,0.67,1.96,,,211600,-4901,-2.26,-36489100,OK,同花顺期货通截图
20260828,2026-08-28,NI,沪镍,ni2610,128310,-0.38,0.83,-2.80,-0.67,-2.80,,,130700,6940,5.61,203000000,OK,同花顺期货通截图
20260828,2026-08-28,EG,乙二醇,eg2610,5053,-0.47,5.80,5.76,11.67,5.76,,,349400,1519,0.44,-1376000000,OK,同花顺期货通截图
