symbol,variety,contract,market,source_date,open,high,low,close,change_pct,change_amount,volume,turnover,amplitude_pct,source,source_url,validation_status,sina_close,quhe_code,status
TA,PTA,TAm,,2026-09-01,5850.0,5970.0,5818.0,5930.0,3.1663187,182.0,1059477.0,6255152000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,5930.0,JO_166029,OK
Y,豆油,ym,,2026-09-01,9000.0,9164.0,8967.0,9098.0,0.9430822,85.0,459934.0,41726640000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,9098.0,JO_165951,OK
SN,沪锡,snm,,2026-09-01,419000.0,427160.0,418050.0,423500.0,0.9342676,3920.0,127129.0,53827506000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,423500.0,JO_165603,OK
SR,白糖,SRm,,2026-09-01,5414.0,5433.0,5377.0,5408.0,0.42711234,23.0,485233.0,2621228500.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,5408.0,JO_166055,OK
FU,燃料油,fum,,2026-09-01,3868.0,3875.0,3765.0,3788.0,1.3376137,50.0,912917.0,34777390000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3788.0,JO_165770,OK
PK,花生,PKm,,2026-09-01,8030.0,8090.0,8026.0,8034.0,0.0,0.0,117245.0,944056770.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,8034.0,JO_291867,OK
EG,乙二醇,egm,,2026-09-01,5411.0,5643.0,5322.0,5525.0,6.372738,331.0,1598891.0,87639030000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,5525.0,JO_233664,OK
SS,不锈钢,ssm,,2026-09-01,13885.0,13935.0,13775.0,13825.0,-1.0025063,-140.0,153813.0,10644691000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,13825.0,JO_233721,OK
ZN,沪锌,zn2610,,2026-09-01,26660.000,27165.000,26660.000,27070.0,2.7129576930373656,715.0,179929,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_REALTIME,27070.0,,OK
LH,生猪,lhm,,2026-09-01,11950.0,11950.0,11675.0,11685.0,-2.665556,-320.0,180401.0,33993054000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,11685.0,JO_291821,OK
LC,碳酸锂,lcm,,2026-09-01,160820.0,162860.0,157180.0,157860.0,-1.6448598,-2640.0,212658.0,34017042000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,157860.0,JO_336104,OK
RU,天然橡胶,rum,,2026-09-01,18995.0,19105.0,18745.0,18790.0,-0.45033112,-85.0,315300.0,59787700000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,18790.0,JO_165668,OK
HC,热卷,hcm,,2026-09-01,3410.0,3410.0,3365.0,3380.0,-0.47114253,-16.0,305759.0,10349660000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3380.0,JO_165719,OK
RB,螺纹钢,rbm,,2026-09-01,3146.0,3149.0,3107.0,3123.0,-0.38277513,-12.0,616523.0,19252417000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3123.0,JO_165681,OK
BU,沥青,bum,,2026-09-01,4852.0,4961.0,4821.0,4934.0,4.180743,198.0,438708.0,21514854000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,4934.0,JO_165694,OK
UR,尿素,URm,,2026-09-01,1765.0,1768.0,1744.0,1767.0,-0.28216705,-5.0,180070.0,316382980.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,1767.0,JO_233760,OK
PB,沪铅,pbm,,2026-09-01,16300.0,16335.0,16040.0,16160.0,-0.64555794,-105.0,81596.0,6584567300.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,16160.0,JO_165616,OK
JD,鸡蛋,jdm,,2026-09-01,3775.0,3803.0,3740.0,3765.0,-0.5546751,-21.0,345199.0,12992903000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3765.0,JO_165835,OK
CJ,红枣,CJm,,2026-09-01,8060.0,8065.0,7855.0,7880.0,-3.0153847,-245.0,245006.0,1937997400.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7880.0,JO_233747,OK
NR,20号胶,nrm,,2026-09-01,15815.0,16010.0,15615.0,15655.0,-0.47679594,-75.0,54625.0,8657827000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,15655.0,JO_233734,OK
AP,苹果,APm,,2026-09-01,7741.0,7741.0,7514.0,7580.0,-2.1051273,-163.0,76420.0,580104200.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7580.0,JO_166249,OK
MA,甲醇,MAm,,2026-09-01,3013.0,3115.0,2987.0,3069.0,5.427688,158.0,2370894.0,7217001500.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3069.0,JO_166093,OK
EB,苯乙烯,ebm,,2026-09-01,9140.0,9275.0,9099.0,9165.0,2.8273308,252.0,757676.0,34778563000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,9165.0,JO_233677,OK
PX,对二甲苯,PXm,,2026-09-01,8468.0,8686.0,8424.0,8608.0,4.0115995,332.0,444820.0,3818335000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,8608.0,JO_336625,OK
PR,瓶片,PRm,,2026-09-01,7648.0,7796.0,7550.0,7704.0,4.3619614,322.0,123098.0,942684500.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7704.0,JO_343068,OK
PS,多晶硅,psm,,2026-09-01,37255.0,38310.0,36735.0,38000.0,3.2187967,1185.0,108644.0,12254033000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,38000.0,JO_344228,OK
AU,沪金,aum,,2026-09-01,961.1,965.6,957.32,959.94,-1.8707054,-18.299988,224038.0,215311320000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,959.94,JO_165732,OK
A,豆一,am,,2026-09-01,4974.0,5010.0,4935.0,4984.0,-0.30006,-15.0,313390.0,15584253000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,4984.0,JO_165900,OK
