symbol,variety,contract,market,source_date,open,high,low,close,change_pct,change_amount,volume,turnover,amplitude_pct,source,source_url,validation_status,sina_close,quhe_code,status
M,豆粕,mm,,2026-08-19,3242.0,3257.0,3229.0,3246.0,0.8701056,28.0,1045158.0,33926253000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3246.0,JO_165938,OK
Y,豆油,ym,,2026-08-19,8689.0,8771.0,8672.0,8747.0,1.1915779,103.0,391065.0,34110898000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,8747.0,JO_165951,OK
PP,PP,ppm,,2026-08-19,8610.0,8773.0,8610.0,8677.0,0.55626374,48.0,322420.0,13993689000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,8677.0,JO_165874,OK
AL,沪铝,al2609,,2026-08-19,23820.000,23870.000,23610.000,23650.0,-1.108091156178126,-265.0,120997,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_REALTIME,23650.0,,OK
RM,菜粕,RMm,,2026-08-19,2260.0,2273.0,2240.0,2272.0,1.8377409,41.0,521646.0,1177876600.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,2272.0,JO_166106,OK
PS,多晶硅,psm,,2026-08-19,37730.0,38205.0,37015.0,37815.0,-1.7792208,-685.0,133546.0,15082562000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,QUHE_MAIN_DIFFERS_FROM_SEAT_CONTRACT,37595.0,JO_344228,OK
SI,工业硅,sim,,2026-08-19,8725.0,8840.0,8665.0,8825.0,1.6119746,140.0,201817.0,8825630000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,QUHE_MAIN_DIFFERS_FROM_SEAT_CONTRACT,8730.0,JO_322422,OK
SS,不锈钢,ssm,,2026-08-19,14350.0,14370.0,14225.0,14260.0,-0.070077084,-10.0,129548.0,9252224000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,14260.0,JO_233721,OK
PR,瓶片,PRm,,2026-08-19,7528.0,7560.0,7476.0,7482.0,0.29490617,22.0,46958.0,352560670.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7482.0,JO_343068,OK
AU,沪金,aum,,2026-08-19,956.56,957.88,940.82,945.56,-1.2634939,-12.099976,285920.0,271413120000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,945.56,JO_165732,OK
J,焦炭,jm,,2026-08-19,1941.0,2001.0,1941.0,1979.0,2.3532455,45.5,25684.0,5090913300.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,1979.0,JO_166003,OK
MA,甲醇,MAm,,2026-08-19,2772.0,2884.0,2765.0,2843.0,2.8581767,79.0,1859342.0,5258219000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,2843.0,JO_166093,OK
TA,PTA,TAm,,2026-08-19,6052.0,6084.0,5908.0,5932.0,-1.7880795,-108.0,414205.0,2482744800.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,5932.0,JO_166029,OK
RU,天然橡胶,rum,,2026-08-19,18035.0,18260.0,18035.0,18215.0,1.2225618,220.0,220127.0,39987286000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,18215.0,JO_165668,OK
JM,焦煤,JM2701,,2026-08-19,1550.000,1588.000,1548.500,1586.5,3.4561460710792247,53.0,881425,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_REALTIME,1586.5,JO_165990,OK
NR,20号胶,nrm,,2026-08-19,15010.0,15230.0,14985.0,15165.0,1.3703208,205.0,65538.0,9905441000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,15165.0,JO_233734,OK
SR,白糖,SRm,,2026-08-19,5340.0,5397.0,5335.0,5379.0,1.5864022,84.0,706573.0,3792884000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,5379.0,JO_166055,OK
P,棕榈油,pm,,2026-08-19,9950.0,10018.0,9900.0,9994.0,0.9902991,98.0,534905.0,53332850000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,9994.0,JO_165964,OK
PX,对二甲苯,PXm,,2026-08-19,8374.0,8390.0,8262.0,8296.0,-0.3842459,-32.0,239982.0,1999050100.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,8296.0,JO_336625,OK
LH,生猪,lhm,,2026-08-19,12490.0,12490.0,12265.0,12315.0,-1.3616339,-170.0,181520.0,35848110000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,12315.0,JO_291821,OK
SP,纸浆,spm,,2026-08-19,4722.0,4750.0,4676.0,4718.0,-0.08470987,-4.0,305036.0,14386943000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,4718.0,JO_233708,OK
