symbol,variety,contract,market,source_date,open,high,low,close,change_pct,change_amount,volume,turnover,amplitude_pct,source,source_url,validation_status,sina_close,quhe_code,status
LC,碳酸锂,lcm,,2026-08-12,146200.0,150880.0,146060.0,149700.0,2.9715228,4320.0,158164.0,23543980000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,149700.0,JO_336104,OK
PG,液化气,pgm,,2026-08-12,5370.0,5467.0,5305.0,5417.0,1.4989694,80.0,86087.0,9274184000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,5417.0,JO_291854,OK
RB,螺纹钢,rbm,,2026-08-12,3016.0,3019.0,3003.0,3010.0,0.26648903,8.0,491271.0,14793353200.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3010.0,JO_165681,OK
MA,甲醇,MAm,,2026-08-12,2609.0,2619.0,2565.0,2606.0,1.3219285,34.0,731853.0,1898426620.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,2606.0,JO_166093,OK
HC,热卷,hcm,,2026-08-12,3248.0,3253.0,3235.0,3239.0,0.18558614,6.0,248921.0,8075169300.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3239.0,JO_165719,OK
EB,苯乙烯,ebm,,2026-08-12,8397.0,8405.0,8256.0,8330.0,0.04804228,4.0,299472.0,12475936800.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,8330.0,JO_233677,OK
SA,纯碱,SAm,,2026-08-12,994.0,997.0,980.0,987.0,0.4069176,4.0,1457669.0,1443092400.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,987.0,JO_233773,OK
L,塑料,lm,,2026-08-12,7805.0,7839.0,7689.0,7809.0,0.7352941,57.0,351439.0,13643353100.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7809.0,JO_165809,OK
B,豆二,bm,,2026-08-12,3785.0,3823.0,3776.0,3822.0,0.49960557,19.0,107520.0,4083589120.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3822.0,JO_165925,OK
SI,工业硅,sim,,2026-08-12,8605.0,8665.0,8600.0,8625.0,0.17421603,15.0,110569.0,4773082000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,8625.0,JO_322422,OK
FG,玻璃,FGm,,2026-08-12,900.0,905.0,876.0,878.0,-1.8994414,-17.0,1451982.0,1289360000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,878.0,JO_166080,OK
V,PVC,vm,,2026-08-12,4545.0,4549.0,4510.0,4528.0,0.22133687,10.0,514890.0,11663427600.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,4528.0,JO_165822,OK
BC,国际铜,bcm,,2026-08-12,96320.0,96840.0,96120.0,96570.0,0.4890739,470.0,6210.0,2993109200.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,96570.0,JO_291808,OK
SP,纸浆,spm,,2026-08-12,4560.0,4646.0,4538.0,4638.0,0.82608694,38.0,210948.0,9674164200.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,4638.0,JO_233708,OK
BZ,纯苯,bzm,,2026-08-12,7270.0,7274.0,7152.0,7225.0,0.2915047,21.0,32149.0,6950296000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7225.0,JO_347000,OK
AU,沪金,aum,,2026-08-12,955.0,960.82,949.36,958.54,0.67428297,6.419983,236520.0,225982923000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,958.54,JO_165732,OK
P,棕榈油,pm,,2026-08-12,9710.0,9730.0,9668.0,9691.0,-0.5337165,-52.0,332450.0,32235051000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,QUHE_MAIN_DIFFERS_FROM_SEAT_CONTRACT,9378.0,JO_165964,OK
SM,锰硅,SM2609,,2026-08-12,5740.000,5806.000,5734.000,5786.0,1.0831586303284402,62.0,111331,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_ONLY,5786.0,,OK
CF,棉花,CFm,,2026-08-12,16280.0,16315.0,16195.0,16295.0,0.33866996,55.0,215511.0,3504208900.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,16295.0,JO_166016,OK
OI,菜油,OIm,,2026-08-12,10148.0,10159.0,10065.0,10128.0,-0.18724747,-19.0,161160.0,1630294530.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,10128.0,JO_166042,OK
PP,PP,ppm,,2026-08-12,8370.0,8400.0,8238.0,8356.0,0.7111004,59.0,495537.0,20602325000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,8356.0,JO_165874,OK
BR,合成橡胶,brm,,2026-08-12,13070.0,13515.0,12940.0,13420.0,2.364607,310.0,135123.0,8948726000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,13420.0,JO_336117,OK
AO,氧化铝,aom,,2026-08-12,2724.0,2736.0,2707.0,2714.0,0.77979946,21.0,105610.0,5744253400.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,2714.0,JO_335884,OK
ZN,沪锌,zn2609,,2026-08-12,25700.000,25835.000,25560.000,25830.0,0.8590394377196331,220.0,84084,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_ONLY,25830.0,,OK
EG,乙二醇,egm,,2026-08-12,4879.0,4932.0,4790.0,4908.0,1.3212222,64.0,594896.0,28914073600.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,4908.0,JO_233664,OK
JD,鸡蛋,jdm,,2026-08-12,3818.0,3882.0,3800.0,3878.0,0.62272966,24.0,779811.0,29957933100.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,QUHE_MAIN_DIFFERS_FROM_SEAT_CONTRACT,4118.0,JO_165835,OK
A,豆一,am,,2026-08-12,4905.0,4926.0,4866.0,4896.0,-0.3054368,-15.0,196888.0,9634220000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,QUHE_MAIN_DIFFERS_FROM_SEAT_CONTRACT,4849.0,JO_165900,OK
PF,短纤,PFm,,2026-08-12,7370.0,7386.0,7252.0,7368.0,0.35412693,26.0,200359.0,1466227200.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7368.0,JO_291841,OK
SH,烧碱,SHm,,2026-08-12,1889.0,1915.0,1881.0,1891.0,0.69222575,13.0,311584.0,591074800.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,1891.0,JO_336611,OK
LU,低硫油,lum,,2026-08-12,4658.0,4726.0,4596.0,4706.0,2.5719268,118.0,101477.0,4735590400.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,QUHE_MAIN_DIFFERS_FROM_SEAT_CONTRACT,4841.0,JO_291828,OK
RM,菜粕,RMm,,2026-08-12,2302.0,2307.0,2284.0,2295.0,-0.390625,-9.0,350344.0,804039490.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,2295.0,JO_166106,OK
SR,白糖,SRm,,2026-08-12,5205.0,5212.0,5188.0,5192.0,-0.38372988,-20.0,217848.0,1132809600.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,5192.0,JO_166055,OK
PS,多晶硅,psm,,2026-08-12,37245.0,38465.0,36815.0,38190.0,4.2588043,1560.0,174456.0,19779482000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,38190.0,JO_344228,OK
AD,铝合金,ad2610,,2026-08-12,23595.000,23750.000,23595.000,23645.0,0.38208448312460064,90.0,8755,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_ONLY,23645.0,,OK
PX,对二甲苯,PXm,,2026-08-12,7974.0,7994.0,7818.0,7970.0,0.20115665,16.0,270278.0,2138980100.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7970.0,JO_336625,OK
FU,燃料油,fum,,2026-08-12,3695.0,3805.0,3652.0,3760.0,3.3250895,121.0,624214.0,23299352600.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3760.0,JO_165770,OK
CY,棉纱,CYm,,2026-08-12,22660.0,22940.0,22610.0,22935.0,1.2359302,280.0,19106.0,434852544.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,22935.0,JO_166132,OK
SS,不锈钢,ssm,,2026-08-12,14505.0,14595.0,14470.0,14535.0,0.17229497,25.0,132901.0,9653357600.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,14535.0,JO_233721,OK
RU,天然橡胶,rum,,2026-08-12,16950.0,17150.0,16920.0,17035.0,0.6202008,105.0,110658.0,18840709100.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,17035.0,JO_165668,OK
OP,双胶纸,opm,,2026-08-12,3850.0,3890.0,3846.0,3880.0,-0.15440041,-6.0,5351.0,828432500.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,3880.0,JO_347500,OK
PR,瓶片,PRm,,2026-08-12,7166.0,7170.0,7016.0,7144.0,0.11210763,8.0,54980.0,390467970.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,7144.0,JO_343068,OK
UR,尿素,URm,,2026-08-12,1700.0,1703.0,1682.0,1683.0,-1.2903225,-22.0,111457.0,188585248.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,1683.0,JO_233760,OK
JM,焦煤,jmm,,2026-08-12,1340.0,1350.0,1327.0,1337.5,2.0602825,27.0,555403.0,44541846000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,1337.5,JO_165990,OK
AG,沪银,agm,,2026-08-12,15805.0,16196.0,15738.0,16154.0,1.8472984,293.0,642956.0,153567494000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,16154.0,JO_165757,OK
M,豆粕,mm,,2026-08-12,3133.0,3148.0,3117.0,3142.0,0.09557184,3.0,714001.0,22355843100.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,QUHE_MAIN_DIFFERS_FROM_SEAT_CONTRACT,3097.0,JO_165938,OK
TA,PTA,TAm,,2026-08-12,5728.0,5778.0,5640.0,5764.0,1.122807,64.0,649964.0,3715194110.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,5764.0,JO_166029,OK
CU,沪铜,cu2609,,2026-08-12,108200.000,108450.000,107900.000,108390.0,0.39829566506113245,430.0,67201,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_ONLY,108390.0,,OK
AL,沪铝,al2609,,2026-08-12,24290.000,24470.000,24210.000,24285.0,0.43424317617866137,105.0,168542,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_ONLY,24285.0,,OK
NR,20号胶,nrm,,2026-08-12,14840.0,15070.0,14800.0,14905.0,0.53962904,80.0,71689.0,10706155500.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,14905.0,JO_233734,OK
LH,生猪,lhm,,2026-08-12,12125.0,12145.0,11975.0,12035.0,-0.82406265,-100.0,144778.0,27916090000.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,12035.0,JO_291821,OK
Y,豆油,ym,,2026-08-12,8448.0,8462.0,8422.0,8442.0,-0.21276595,-18.0,193827.0,16364823600.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,8442.0,JO_165951,OK
SF,硅铁,SF2611,,2026-08-12,5894.000,5968.000,5874.000,5924.0,0.6455997281685333,38.0,396585,,,新浪财经主力合约实时收盘（涨跌按前结算）,https://finance.sina.com.cn/futuremarket/,SINA_ONLY,5924.0,,OK
C,玉米,cm,,2026-08-12,2270.0,2270.0,2254.0,2263.0,-0.22045855,-5.0,376648.0,8514209300.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,2263.0,JO_165796,OK
J,焦炭,jm,,2026-08-12,1909.0,1920.5,1896.5,1906.0,1.1140584,21.0,23355.0,4455630300.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,1906.0,JO_166003,OK
BU,沥青,bum,,2026-08-12,4270.0,4328.0,4245.0,4314.0,1.6973127,72.0,182061.0,7816095700.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,4314.0,JO_165694,OK
PB,沪铅,pbm,,2026-08-12,15905.0,15925.0,15830.0,15905.0,0.28373265,45.0,49552.0,3933439740.0,,曲合期货主力行情（涨跌按前结算）,https://m.quheqihuo.com/quote/zhuli.html,SINA_CLOSE_AGREES,15905.0,JO_165616,OK
