report_date,source_date,symbol,variety,contract,close,change_pct,return_10d,return_20d,return_30d,monthly_return,turnover,volume,open_interest,open_interest_change,open_interest_change_pct,capital_flow,status,source
20260827,2026-08-27,AL,沪铝,al2610,23820,-0.21,,,2.54,0.85,,,,-14530,-5.54,-363000000,OK,同花顺期货通截图
20260827,2026-08-27,SN,沪锡,sn2610,419420,-1.57,,,1.99,-1.22,,,,476,1.11,-14065000,OK,同花顺期货通截图
20260827,2026-08-27,UR,尿素,UR2701,1746,-0.63,,,1.81,-0.51,,,,-9128,-4.05,-59664600,OK,同花顺期货通截图
20260827,2026-08-27,HC,热卷,hc2610,3342,0.09,,,0.54,3.79,,,,-64214,-7.26,-300000000,OK,同花顺期货通截图
20260827,2026-08-27,NI,沪镍,ni2610,128680,-0.65,,,-3.35,-2.52,,,,-3326,-2.62,-122000000,OK,同花顺期货通截图
20260827,2026-08-27,CF,棉花,CF2701,17030,0.71,,,3.12,5.12,,,,22777,4.21,317000000,OK,同花顺期货通截图
20260827,2026-08-27,SR,白糖,SR2701,5361,0.56,,,0.85,3.41,,,,12293,2.03,94370000,OK,同花顺期货通截图
20260827,2026-08-27,PK,花生,PK2611,7980,-0.52,,,-3.27,-2.22,,,,2715,1.03,10755800,OK,同花顺期货通截图
20260827,2026-08-27,AU,沪金,au2610,995.30,-0.78,,,12.90,12.05,,,,-8035,-4.08,-3044000000,OK,同花顺期货通截图
20260827,2026-08-27,P,棕榈油,p2701,10045,0.06,,,5.29,5.00,,,,14480,2.61,271000000,OK,同花顺期货通截图
20260827,2026-08-27,LH,生猪,lh2611,11860,0.25,,,-6.83,0.08,,,,7192,3.30,227000000,OK,同花顺期货通截图
20260827,2026-08-27,RU,天然橡胶,ru2701,18795,1.62,,,5.29,8.61,,,,8207,5.40,347000000,OK,同花顺期货通截图
20260827,2026-08-27,CJ,红枣,CJ2701,8055,-0.86,,,-8.73,-6.01,,,,6675,3.82,43712300,OK,同花顺期货通截图
20260827,2026-08-27,AP,苹果,AP2610,7462,0.66,,,-0.78,-5.81,,,,-12106,-12.03,-146000000,OK,同花顺期货通截图
20260827,2026-08-27,SA,纯碱,SA2701,1011,-2.69,,,-7.92,0.40,,,,116448,10.66,293000000,OK,同花顺期货通截图
20260827,2026-08-27,JM,焦煤,jm2701,1609.0,1.93,,,9.60,22.40,,,,38012,7.37,1141000000,OK,同花顺期货通截图
20260827,2026-08-27,SP,纸浆,sp2611,4800,-0.33,,,-0.50,2.21,,,,-3305,-1.50,-17902000,OK,同花顺期货通截图
20260827,2026-08-27,LC,碳酸锂,lc2701,152020,-0.12,,,1.12,12.90,,,,4874,1.36,207000000,OK,同花顺期货通截图
20260827,2026-08-27,NR,20号胶,nr2610,15610,0.68,,,6.66,9.62,,,,-7204,-13.68,-192000000,OK,同花顺期货通截图
20260827,2026-08-27,SH,烧碱,SH2611,1893,-2.27,,,-3.81,1.50,,,,15682,7.03,109000000,OK,同花顺期货通截图
20260827,2026-08-27,SF,硅铁,SF2611,6034,1.38,,,3.32,3.82,,,,34266,7.88,178000000,OK,同花顺期货通截图
20260827,2026-08-27,FG,玻璃,FG2701,909,0.44,,,-10.53,-4.82,,,,-39897,-2.42,-65404100,OK,同花顺期货通截图
20260827,2026-08-27,AO,氧化铝,ao2610,2614,-1.54,,,-3.58,-0.57,,,,16681,6.31,164000000,OK,同花顺期货通截图
20260827,2026-08-27,V,PVC,v2701,4473,-0.53,,,-5.53,-3.16,,,,50572,4.06,164000000,OK,同花顺期货通截图
20260827,2026-08-27,BU,沥青,bu2610,4541,0.78,,,16.95,14.21,,,,-15553,-5.44,-132000000,OK,同花顺期货通截图
20260827,2026-08-27,J,焦炭,j2701,2135.5,0.90,,,9.74,18.11,,,,-314,-0.50,23129600,OK,同花顺期货通截图
20260827,2026-08-27,L,塑料,l2701,7595,-0.48,,,4.07,3.62,,,,3165,0.80,26199500,OK,同花顺期货通截图
20260827,2026-08-27,PF,短纤,PF2610,7424,-1.49,,,1.62,0.08,,,,-25008,-14.89,-130000000,OK,同花顺期货通截图
20260827,2026-08-27,PG,液化气,pg2610,5744,0.93,,,7.14,5.76,,,,6829,6.67,223000000,OK,同花顺期货通截图
20260827,2026-08-27,EB,苯乙烯,eb2610,8539,-0.85,,,2.94,3.58,,,,-4175,-1.31,-22508000,OK,同花顺期货通截图
20260827,2026-08-27,PR,瓶片,PR2611,7098,-1.88,,,2.07,0.11,,,,-4840,-8.78,-73765100,OK,同花顺期货通截图
20260827,2026-08-27,PP,聚丙烯,pp2701,7851,-0.30,,,5.03,3.36,,,,7914,1.47,74410700,OK,同花顺期货通截图
20260827,2026-08-27,TA,PTA,TA2701,5522,-0.79,,,0.25,-0.72,,,,26,0.00,18284300,OK,同花顺期货通截图
20260827,2026-08-27,BZ,纯苯,bz2610,7431,-0.54,,,5.14,5.63,,,,16,0.06,7946500,OK,同花顺期货通截图
20260827,2026-08-27,BR,合成橡胶,br2610,14355,2.24,,,5.20,14.20,,,,-6524,-8.46,-73067000,OK,同花顺期货通截图
20260827,2026-08-27,EG,乙二醇,eg2610,5028,-4.17,,,10.29,5.23,,,,-28185,-7.49,1127000000,OK,同花顺期货通截图
20260827,2026-08-27,MA,甲醇,MA2610,2778,-1.84,,,5.99,6.44,,,,-97640,-11.85,1244000000,OK,同花顺期货通截图
20260827,2026-08-27,PX,对二甲苯,PX2611,7948,-0.70,,,-0.55,-0.77,,,,-5144,-3.36,451000000,OK,同花顺期货通截图
20260827,2026-08-27,FU,燃料油,fu2611,3675,0.00,,,7.33,8.34,,,,-15687,-6.00,-140000000,OK,同花顺期货通截图
20260827,2026-08-27,LU,低硫油,lu2610,4755,0.59,,,9.31,6.85,,,,-7853,-10.86,-94027900,OK,同花顺期货通截图
