report_date,source_date,symbol,variety,contract,close,change_pct,return_10d,return_20d,return_30d,monthly_return,turnover,volume,open_interest,open_interest_change,open_interest_change_pct,capital_flow,status,source
20260827,2026-08-27,RM,菜粕,RM2611,2348,2.89,,,7.17,5.96,,,,1331,0.20,36329200,OK,同花顺期货通截图
20260827,2026-08-27,M,豆粕,m2701,3355,2.73,,,6.95,7.15,,,,104093,3.88,707000000,OK,同花顺期货通截图
20260827,2026-08-27,B,豆二,b2611,4104,2.27,,,6.54,7.77,,,,-2074,-0.96,2876000,OK,同花顺期货通截图
20260827,2026-08-27,IH,上证50,IH2609,2914.0,0.81,,,1.61,0.11,,,,-4311,-5.90,-772000000,OK,同花顺期货通截图
20260827,2026-08-27,IF,沪深300,IF2609,4604.8,0.82,,,-0.88,0.86,,,,-8119,-5.38,-2279000000,OK,同花顺期货通截图
20260827,2026-08-27,IC,中证500,IC2609,7903.0,2.64,,,0.42,4.54,,,,-3395,-2.08,232000000,OK,同花顺期货通截图
20260827,2026-08-27,JD,鸡蛋,jd2610,3770,0.16,,,-9.29,0.64,,,,-18230,-7.05,-98026900,OK,同花顺期货通截图
20260827,2026-08-27,ZN,沪锌,zn2610,26140,-0.44,,,5.64,4.79,,,,4976,3.08,125000000,OK,同花顺期货通截图
20260827,2026-08-27,CU,沪铜,cu2610,108300,-0.46,,,3.91,2.85,,,,-8442,-3.81,-1115000000,OK,同花顺期货通截图
20260827,2026-08-27,SS,不锈钢,ss2610,14015,-1.75,,,-4.30,-4.20,,,,2346,2.22,7478900,OK,同花顺期货通截图
20260827,2026-08-27,I,铁矿石,i2701,716.5,-0.28,,,-4.08,1.27,,,,21413,3.82,294000000,OK,同花顺期货通截图
20260827,2026-08-27,SI,工业硅,si2611,8805,0.34,,,3.47,6.49,,,,7386,2.39,74304400,OK,同花顺期货通截图
20260827,2026-08-27,PS,多晶硅,ps2611,37730,0.13,,,6.46,13.32,,,,-441,-0.39,-5440100,OK,同花顺期货通截图
20260827,2026-08-27,SM,锰硅,SM2611,6004,0.60,,,1.35,4.59,,,,7255,1.78,37334400,OK,同花顺期货通截图
20260827,2026-08-27,A,豆一,a2611,4974,-0.50,,,4.94,5.03,,,,-16060,-4.33,-132000000,OK,同花顺期货通截图
20260827,2026-08-27,BC,国际铜,bc2610,96690,-0.52,,,4.87,3.11,,,,1718,14.15,177000000,OK,同花顺期货通截图
20260827,2026-08-27,C,玉米,c2611,2287,0.35,,,0.53,2.88,,,,10185,0.87,42394700,OK,同花顺期货通截图
20260827,2026-08-27,IM,中证1000,IM2609,7686.6,2.66,,,1.77,7.49,,,,1214,0.50,2730000000,OK,同花顺期货通截图
20260827,2026-08-27,PB,沪铅,pb2610,16110,-0.03,,,2.38,3.40,,,,-3061,-4.22,-55041500,OK,同花顺期货通截图
20260827,2026-08-27,RB,螺纹钢,rb2610,3088,0.59,,,-0.87,2.80,,,,-132271,-9.54,-549000000,OK,同花顺期货通截图
20260827,2026-08-27,Y,豆油,y2701,8828,0.78,,,3.08,5.02,,,,16473,2.31,266000000,OK,同花顺期货通截图
20260827,2026-08-27,AG,沪银,ag2610,16728,0.35,,,20.03,17.27,,,,-9444,-3.50,-1093000000,OK,同花顺期货通截图
20260827,2026-08-27,OI,菜油,OI2611,10297,0.03,,,2.68,3.93,,,,-10412,-3.38,-148000000,OK,同花顺期货通截图
